train_total,train_recon,train_kl,val_total,val_recon,val_kl
0.2014496147632599,0.19905957409313746,0.023900398412453276,0.14468709698745183,0.14464412203856877,0.0004297665769367346
0.14985764324665068,0.14932081614221845,0.005368266653801713,0.1434056737593242,0.14340114380632127,4.532010955569733e-05
0.14703155543122973,0.14668693542480468,0.003446206896166716,0.1441954651049205,0.14419138431549072,4.0782336977177435e-05
0.14513887890747615,0.14492710105010442,0.002117766040776457,0.1438794391495841,0.1438748070171901,4.6314209092607985e-05
0.1437223834650857,0.14361320648874557,0.0010917786109660352,0.1426745674439839,0.14266523931707656,9.324953342521829e-05
0.14190344938210078,0.14185401116098675,0.0004943781964746969,0.14286774609770095,0.14285562293870108,0.00012122240358231855
0.1405793002673558,0.14055106895310537,0.00028231818120860096,0.1415239359651293,0.14151114651135036,0.0001278839834932504
0.13920103992734636,0.1391784748860768,0.00022564932753864144,0.14051690697669983,0.14050129055976868,0.000156174846259611
0.13813713661261967,0.13811302951404025,0.000241071024460585,0.13994672468730382,0.13993175327777863,0.00014971140938411866
0.13737078819956097,0.13733808440821513,0.0003270423509612946,0.13913396000862122,0.13909242834363664,0.00041530088388494084
0.1364693841763905,0.136183386189597,0.0028599789133295418,0.1373170976127897,0.1369150813136782,0.004020166782928365
0.1353356816938945,0.1348159581422806,0.005197225165154253,0.13585085315363749,0.13527914668832505,0.005717091728001833
0.13442257472446986,0.13370722149099623,0.0071535295540733,0.13519216009548732,0.13440594289984023,0.007862178874867303
0.13372726823602404,0.13286873570510319,0.008585333531456334,0.1343515749488558,0.13359329317297255,0.007582824743751969
0.133363419345447,0.13242541210991995,0.009380079659500292,0.13416911023003714,0.13340059987136296,0.007685113764767136
0.13264106001172746,0.13162384927272797,0.010172107842351709,0.1327686948435647,0.13195738196372986,0.008113126470042127
0.13180259806769234,0.13062122081007277,0.011813755306814397,0.13254771275179728,0.1314303811107363,0.011173310024397714
0.13138896141733442,0.13011389459882464,0.01275066706751074,0.13207733631134033,0.13074702663081034,0.013303099333175592
0.13075522524969918,0.12938414769513265,0.013710779137909412,0.1314096280506679,0.13014767851148332,0.012619480623730592
0.13012742825916834,0.12873950600624084,0.013879221331860338,0.13124569186142512,0.1298893221787044,0.013563699222036771
0.12977514564990997,0.12833568219627653,0.014394630491733552,0.1307458302804402,0.1294018519776208,0.01343977531152112
0.12963298857212066,0.12816816419363022,0.014648238569498062,0.13056120702198573,0.1291407346725464,0.014204742386937141
0.12935693434306553,0.12785355065550122,0.015033843235245772,0.130234922681536,0.12891826033592224,0.013166615207280432
0.12920111119747163,0.12767981056656155,0.015213011391460895,0.13024583458900452,0.12871492121900832,0.015309116403971399
0.12885984075920923,0.12730641769511358,0.015534228937966483,0.12965368798800878,0.1281417033502034,0.015119825755911214
0.12883058999265942,0.1272370138338634,0.01593577079474926,0.1300582012959889,0.12840940483978816,0.016487954583551203
0.1286579219358308,0.12702487792287553,0.01633043967719589,0.12950249229158675,0.12787245320422308,0.01630038528570107
0.12855820102351054,0.1268685683608055,0.016896331682801247,0.12913884009633744,0.12742420924561365,0.017146320747477666
0.1284029245376587,0.1266864863889558,0.017164378560015132,0.12928794537271773,0.12767214753798076,0.016157985531858036
0.12819055851016725,0.1264440962246486,0.017464611785752433,0.12862180386270797,0.1268896290234157,0.01732172364635127
0.12797749766281674,0.12617359927722385,0.01803898641041347,0.1285390406847,0.1267407930323056,0.01798248663544655
0.12779800253255028,0.12598671529974256,0.01811286077967712,0.12813490416322434,0.12636298260518483,0.017719199880957603
0.12762334666081837,0.12577798174960272,0.01845365065549101,0.12828832013266428,0.12639025279453822,0.01898066619677203
0.12747939101287298,0.12560250482388904,0.018768872852836335,0.12802520394325256,0.12619065174034663,0.018345514312386513
0.12737460413149426,0.12545604131051472,0.01918561538415296,0.1280637394104685,0.12613209975617273,0.019316386697547778
0.12725815773010254,0.12530821881123952,0.019499393180012703,0.12771155472312654,0.12575518233435495,0.019563725218176842
0.12690485162394388,0.12491762850965772,0.01987222672573158,0.12749703654221126,0.12552773100989206,0.019693054258823395
0.12675814543451583,0.1247425132564136,0.020156335990343777,0.1273465986762728,0.1252045269523348,0.021420695153730258
0.12646758066756383,0.12442906200885773,0.020385181957057543,0.1272131140742983,0.12521522172859736,0.019978914942060198
0.12644405045679638,0.12438669460160391,0.020573559775948526,0.1271743710551943,0.1250851590718542,0.020892083378774778
0.12634024705205646,0.1242890864610672,0.020511613839438985,0.12715453228780202,0.12502536177635193,0.02129166280584676
0.12617183072226387,0.12408977299928665,0.020820578666669982,0.12703015229531697,0.12494308714355741,0.02087063980954034
0.12618332909686225,0.12408010363578796,0.021032252588442393,0.12685454849685943,0.12476600919451032,0.0208853685430118
0.12610704728535244,0.12401325298207147,0.020937942660280637,0.12704258305685862,0.12496277264186315,0.020798099360295703
0.12599661903721945,0.12386774335588728,0.021288750639983586,0.12677108070680074,0.12463576772383281,0.021353129829679216
0.12589735580342157,0.12377012627465385,0.021272301567452294,0.1268750631383487,0.12472278092588697,0.02152282398726259
0.12578394945178714,0.12365202584436961,0.021319248261196272,0.12671938644988195,0.12461863671030317,0.02100750378199986
0.1257488421031407,0.12359500165496554,0.021538409111755235,0.12666400841304234,0.12451331743172236,0.021506921255162785
0.12564437261649541,0.12348902587379729,0.021553467639854978,0.1267443299293518,0.12461186945438385,0.021324597565191134
0.1256904680814062,0.12351795647825514,0.021725119331053325,0.12687254271336965,0.12466473345245634,0.02207811309822968
0.125539682166917,0.12337417198078973,0.021655108779668808,0.1265436229961259,0.12440054650817599,0.021430755832365582
0.1255056477018765,0.12333195890699114,0.021736892046672958,0.1266984556402479,0.12449465053422111,0.022038058510848453
0.125373666201319,0.12316946515015194,0.02204202099570206,0.12654933759144374,0.12441670681749072,0.021326293104461262
0.1253962218761444,0.12320447585412435,0.021917463998709405,0.12668833775179728,0.12446315905877522,0.02225178959114211
0.1253342255949974,0.12312975653580256,0.02204470389655658,0.12643327564001083,0.12420575320720673,0.022275208894695555
0.12517751902341842,0.1229550165789468,0.022225017845630645,0.126555150108678,0.12430482783487865,0.02250321369085993
0.12523437291383743,0.12300494994435991,0.022294226235577037,0.1265554577112198,0.12431950334991727,0.022359551063605716
0.125067705980369,0.12283625049250467,0.022314557805657387,0.1264009571501187,0.12418538757732936,0.022155682955469404
0.12508278723273958,0.12285022416285106,0.02232563958636352,0.12652881230626786,0.12427725430045809,0.022515572607517242
0.1250080155474799,0.12275782929999488,0.022501868807843755,0.12644648126193456,0.12428065495831626,0.021658250795943395
0.12492654110704149,0.1226757315652711,0.022508097918970245,0.1264921064887728,0.12423652197633471,0.02255584778530257
0.12501144877501896,0.12274256412472044,0.02268884980252811,0.12650571231331145,0.12421975071941103,0.022859639089022363
0.1249410086444446,0.12267376737935203,0.022672406743679728,0.12643445602485112,0.12421226182154246,0.02222193085721561
0.12479459068604878,0.12252773536103112,0.022668561126504626,0.12646914167063578,0.12427278820957456,0.021963512524962425
0.12448611046586718,0.12220663513456072,0.02279475453708853,0.12624839267560414,0.12399859513555254,0.022497989503400668
0.12435666897467204,0.12207025693995611,0.022864115717155593,0.12619619071483612,0.12398164825780052,0.022145409137010574
0.12428714228527886,0.12200984614236014,0.022772962866084916,0.1262400352529117,0.1239870126758303,0.02253023668059281
0.12433506995439529,0.12203696348837444,0.022981058433651926,0.1262338693652834,0.12391983930553709,0.023140305653214455
0.1243133830172675,0.12201712259224483,0.022962605580687523,0.12628618947097234,0.12398450715201241,0.023016830906271935
0.12418598851987293,0.12186628367219653,0.023197049807224954,0.12631870167596,0.12401428712265831,0.023044133026685034
0.12418514958449772,0.1218680807522365,0.023170686034219606,0.12621776121003286,0.12392085684197289,0.022969037826572145
0.12418999799660274,0.1218568205833435,0.023331770833049503,0.12621952380452836,0.12390114260571343,0.02318380107837064
0.12396366064037595,0.12163412123918534,0.023295390925237112,0.1261256571326937,0.12385681910174233,0.02268835130546774
0.12397880043302263,0.12163189138684954,0.0234690929629973,0.12617249254669463,0.12382297962903976,0.02349511773458549
0.12394341826438904,0.12159806213208607,0.023453569731542043,0.12608594128063746,0.12381878388779503,0.02267156115600041
0.12385382396834237,0.12152356569256101,0.023302580043673516,0.1261881355728422,0.12383581910814558,0.02352316305041313
0.12385965138673782,0.12151378478322711,0.023458667738097055,0.12613590168101446,0.12380994217736381,0.023259584126727923
0.12389234432152339,0.1215452321938106,0.023471116753561155,0.12609623266117914,0.12377097031899861,0.02325264098388808
0.12377671599388122,0.12142531190599715,0.023514030128717424,0.12618180683680943,0.1238583390201841,0.02323468987430845
0.12383050918579101,0.1214674038546426,0.02363105139562062,0.1260896005800792,0.12379531562328339,0.022942838658179556
0.1237738869019917,0.12144358200686318,0.02330305746623448,0.12615879199334554,0.12385099061897822,0.023078008954014097
0.12372112210307802,0.12136898977415903,0.02352132201194763,0.12609185171978815,0.12373855390719005,0.023533001275999204
0.12370774639504296,0.12134228284869875,0.02365463828401906,0.12606791406869888,0.12373794615268707,0.023299688739436015
0.12366579281432288,0.12129666826554707,0.02369124846799033,0.12608966763530458,0.1237641956124987,0.023254719163690294
0.12367413299424308,0.12131243284259524,0.023617000611765044,0.12612254385437285,0.12376467670713152,0.023578677592532977
0.12359518855810166,0.12123133263417653,0.02363855844097478,0.12611424922943115,0.12378427918468203,0.023299704704965864
0.12356078688587462,0.12120010427066258,0.023606821096369197,0.12611389266593115,0.12377496383019856,0.0233892843659435
0.1236102676817349,0.12125600384814399,0.02354263870843819,0.1261037066578865,0.12374094660793032,0.023627607684050287
0.12361538303749901,0.12125112691095898,0.02364257238805294,0.1261066613452775,0.12375938892364502,0.023472736456564496
0.12358614695923668,0.12121166054691587,0.023744864495737213,0.12611029190676554,0.1237623712846211,0.023479214204209193
0.1234908042209489,0.12111756141696657,0.02373242937028408,0.12607353499957494,0.1237256143774305,0.02347921287374837
0.12350816833121436,0.12112088203430176,0.023872859669583184,0.12610455176659993,0.12371315487793513,0.02391396462917328
0.12352785702262606,0.12115653689418521,0.023713199687855586,0.12609585800341197,0.12374913160290037,0.02346728023673807
0.1234719123159136,0.12109439330441611,0.023775191764746392,0.12607727944850922,0.12374401837587357,0.023332585181508745
