,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4879139066043801,4.2003916339565444e-222,True,2
NTg10,0.5061312712021343,1.4500158362703199e-241,True,4
NTg2,0.5493614611272071,8.853516896411355e-293,True,1
NTg3,0.4812960529929129,2.5482760044254723e-215,True,1
NTg4,0.5528641770230076,2.8946982601550375e-297,True,5
NTg5,0.5094701737687909,2.914511250963239e-245,True,3
NTg7,0.5150197080636367,1.6917861856939658e-251,True,2
NTg8,0.4925021739691608,6.794408200952145e-227,True,3
NTg9,0.44843107001533933,9.196835646555066e-184,True,2
tar-ATF2,0.48565503474021865,9.022282322442553e-220,False,1
tar-BRD4,0.571375833353008,7e-322,False,3
tar-CAV1,0.5317102671795597,5.751400922953365e-271,False,1
tar-CD86,0.49147776071278354,8.094839533340952e-226,False,2
tar-CMTM6,0.5266421357411287,6.122957465213996e-265,False,2
tar-CUL3,0.5609643536716262,7.614903463693296e-308,False,1
tar-ETV7,0.5305622237820368,1.3616362597884198e-269,False,3
tar-IFNGR1,0.5898311381193829,0.0,False,3
tar-IFNGR2,0.6265570080251569,0.0,False,2
tar-IRF1,0.6014783549658402,0.0,False,8
tar-IRF7,0.5288506833158109,1.489643532060274e-267,False,6
tar-JAK2,0.6092161074913096,0.0,False,3
tar-MARCH8,0.5016859730432016,1.0465727809274466e-236,False,3
tar-MYC,0.5701681430980414,3.158e-320,False,3
tar-NFKBIA,0.5685167863995533,5.621835e-318,False,3
tar-PDCD1LG2,0.5219550911134873,1.8643246981056572e-259,False,4
tar-POU2F2,0.5216006890165592,4.804645356479651e-259,False,1
tar-SMAD4,0.6017894243006782,0.0,False,4
tar-SPI1,0.5317587159100157,5.031071903390199e-271,False,3
tar-STAT1,0.6012760034389477,0.0,False,3
tar-STAT2,0.5496323397806273,4.000668469757926e-293,False,0
tar-STAT3,0.4643355599182376,1.3279487450520708e-198,False,1
tar-STAT5A,0.5160645206348086,1.099694619667174e-252,False,3
tar-TNFRSF14,0.5381686359056597,8.491988896003797e-279,False,3
tar-UBE2L6,0.5212556098705672,1.2064722831259877e-258,False,2
