,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5167187923852102,1.9760726752989484e-253,True,2
NTg10,0.5205723226584633,7.445720534503835e-258,True,4
NTg2,0.5387039101774221,1.872048059485848e-279,True,4
NTg3,0.5309098794911956,5.229406473054478e-270,True,1
NTg4,0.5708111873397544,4.16e-321,True,6
NTg5,0.51590630829416,1.6645344072790725e-252,True,2
NTg7,0.47516602201027963,3.609148465522401e-209,True,3
NTg8,0.5350540887107287,5.328939721468434e-275,True,4
NTg9,0.4909309770944965,3.027314930141836e-225,True,1
tar-ATF2,0.48324579777928894,2.650618565498725e-217,False,4
tar-BRD4,0.599395281029929,0.0,False,7
tar-CAV1,0.4882478236515324,1.892648680921097e-222,False,1
tar-CD86,0.5213118129771129,1.0385423148224915e-258,False,3
tar-CMTM6,0.5203670079985637,1.2854367984300086e-257,False,2
tar-CUL3,0.5996004952996782,0.0,False,4
tar-ETV7,0.48740116338251865,1.426186938582403e-221,False,4
tar-IFNGR1,0.5917691356379582,0.0,False,1
tar-IFNGR2,0.6198063285958719,0.0,False,1
tar-IRF1,0.5696545114392985,1.58753e-319,False,5
tar-IRF7,0.5121644712911289,2.8268670125948217e-248,False,6
tar-JAK2,0.5982331796823093,0.0,False,2
tar-MARCH8,0.5213877063138922,8.48216742675115e-259,False,3
tar-MYC,0.5672371522932922,3.055283e-316,False,5
tar-NFKBIA,0.5239596814235493,8.62588396140937e-262,False,5
tar-PDCD1LG2,0.5249966623031358,5.270860982474701e-263,False,3
tar-POU2F2,0.523965329352482,8.495782478428296e-262,False,3
tar-SMAD4,0.6415413383741124,0.0,False,6
tar-SPI1,0.5122461819807693,2.2882188293375777e-248,False,2
tar-STAT1,0.6025074545617068,0.0,False,2
tar-STAT2,0.5821536266915791,0.0,False,7
tar-STAT3,0.5078648324789008,1.7665401444913848e-243,False,2
tar-STAT5A,0.5024768269691721,1.4476855413979569e-237,False,2
tar-TNFRSF14,0.5080747061222359,1.0342447463392618e-243,False,5
tar-UBE2L6,0.4973307158311688,5.1347297652099375e-232,False,5
