,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5163993957000685,4.5700730926690957e-253,True,4
NTg10,0.5010839670031156,4.701176417141342e-236,True,5
NTg2,0.5199228365226813,4.183346804629055e-257,True,3
NTg3,0.5033059663807247,1.8094934844297387e-238,True,3
NTg4,0.5662057661560775,7.552070983e-315,True,11
NTg5,0.5186219839720193,1.3123224709370313e-255,True,5
NTg7,0.46843907359264486,1.461224798614686e-202,True,2
NTg8,0.5235983265086449,2.2794350238209577e-261,True,4
NTg9,0.47403623649879967,4.75837032887257e-208,True,2
tar-ATF2,0.4721273154601402,3.6340784301106675e-206,False,2
tar-BRD4,0.6807772717188335,0.0,False,12
tar-CAV1,0.4962312655454916,7.65507959762036e-231,False,2
tar-CD86,0.5052277041183391,1.4280458793578085e-240,False,4
tar-CMTM6,0.5144878310494432,6.777245528577845e-251,False,3
tar-CUL3,0.6561391076033016,0.0,False,12
tar-ETV7,0.504769299191909,4.5453146674511127e-240,False,9
tar-IFNGR1,0.7360204437207395,0.0,False,14
tar-IFNGR2,0.7378800958299881,0.0,False,14
tar-IRF1,0.7411669347616485,0.0,False,16
tar-IRF7,0.4944481124103902,5.9977361966971996e-229,False,8
tar-JAK2,0.7334463108580705,0.0,False,15
tar-MARCH8,0.5042864037549529,1.5360994742501804e-239,False,6
tar-MYC,0.5547371679094878,1.099250077804997e-299,False,8
tar-NFKBIA,0.5440071034845914,5.031582178365425e-286,False,7
tar-PDCD1LG2,0.5097588968013682,1.389813095318306e-245,False,3
tar-POU2F2,0.5302501323595719,3.211744918509554e-269,False,6
tar-SMAD4,0.6629682476414712,0.0,False,6
tar-SPI1,0.5491036261912938,1.8844853523165517e-292,False,7
tar-STAT1,0.6759473965804446,0.0,False,15
tar-STAT2,0.6150875251750022,0.0,False,17
tar-STAT3,0.49026815976310684,1.4930580055252413e-224,False,1
tar-STAT5A,0.49272995699184785,3.9118911780969854e-227,False,5
tar-TNFRSF14,0.49327968733841127,1.0303639037305946e-227,False,3
tar-UBE2L6,0.49335913351784944,8.495120473008089e-228,False,10
