,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,-0.0046262285,0.001868861,0.0072491667,0.0037815291,-0.0018132098,0.0011419179,-0.0024987925,-0.011911194,0.0034643107,-0.0034930469,-0.0006037227,0.003447939,-0.006644112,-0.0034962555,0.00391422,-0.005070782,0.0027826333,0.0005831404,-0.006304182,-0.0016337276,-0.00011451522,0.0078817,-0.0047013494,0.0010990717,0.00758369,-0.0006624165,0.013085046,0.00364016,-0.0025716,-0.006624871,-0.0022098338,-0.008010208,-0.007317199,-0.0013645444
CXCL2,0.0020336614,-0.0015132331,-0.0029910225,-0.0026284144,0.0030886037,-0.0035830138,-0.0018567716,0.0004096795,0.000658389,-0.0019009726,-0.0043175113,-0.0010735606,0.0028177206,-0.002896809,0.003044995,0.002043235,-0.0010149746,-0.00068868656,-0.0006498642,0.0005650191,0.0006365371,-0.0034554151,0.0024518897,-0.0033869636,-0.0043873764,0.0042991266,-0.0018252393,-0.0022288847,-0.0009423065,0.0016222933,-0.00048783477,0.0009032712,0.0022400331,-0.00015699338
ATF3,0.0046889633,-0.0018087423,-0.004023829,-0.0068932157,0.0052147647,-0.0067292145,-0.008223947,4.6776076e-05,0.0045946767,-0.008433558,-0.010208358,-0.00058056274,0.008035719,-0.0069943788,0.008375358,0.0017225555,-0.002779571,-0.0029045416,-0.0077575957,-0.0033511121,-0.0004139397,-0.009366994,0.006602908,-0.008692258,-0.008891678,0.0066196984,-0.0020619435,-0.011381198,-0.001533235,0.0011024765,-0.00047112134,0.0043323534,0.0029242798,0.0036349625
NFKBIA,-0.0068889693,-0.00036239382,0.007834627,0.010016622,-0.0071951686,0.0053462223,-0.00038500945,-0.01694472,0.004248678,0.00083132216,0.0054070223,-0.0021883473,-0.007977549,-0.0040293736,0.0065062083,-0.0075958497,0.0050714044,-0.00059895194,-0.005346853,-0.0045551774,-0.0035683832,0.012490039,-0.004958043,0.00072065106,0.011678392,-0.0052793254,0.027278535,0.0058259997,-0.0014679275,-0.010302563,-0.0071643284,-0.009524934,-0.010333517,0.0015324993
TNFAIP3,-0.0034657076,0.0013486826,0.0013229881,0.00417564,-0.00509835,0.00089333253,-6.272016e-05,-0.006963787,0.0011133102,0.00019846705,-0.0045533716,-0.0020498065,-0.003332632,-0.003319039,0.002086941,-0.00397197,-0.0025330984,-0.002362879,-0.003576938,0.00023837246,-0.0036627282,0.003679018,-0.004851914,-0.0014876901,0.0028979098,-0.0008059149,0.011254831,-0.00046246438,-0.0019657295,-0.0032480352,-0.0023147278,-0.0031519595,-0.0028177153,-0.00077225827
PTGS2,-0.0005285569,-0.00029037512,-0.0002202373,-6.130201e-05,0.0004982066,0.00023312058,-0.00030900651,-0.00042963377,0.00028467152,0.00025569394,-0.00039416386,-2.8018276e-05,0.000953243,-0.00020454392,0.0005396443,-0.00015569026,-0.00038037248,-0.00020443821,-0.0004399877,0.00044546532,-5.8407946e-05,-0.00079161016,0.00063114805,-0.0009250719,2.857115e-05,0.0003182505,-0.0006073726,-0.0008181718,-0.00023005504,-0.000519524,0.00037469043,-0.00011437841,0.00034372165,-0.00033993888
CXCL1,0.0036866528,0.0022408606,-0.0012868484,-0.0056844694,0.0041769454,-0.0065914523,-0.0030974043,-0.0013372173,0.0013719375,-0.0037520889,-0.007859219,0.00072969677,0.0071671885,-0.005774097,0.006403868,0.00034453874,-0.002735637,-0.0007153708,-0.005228428,0.0004060099,0.0021522378,-0.009111256,0.0019873977,-0.0060136053,-0.009032409,0.0043571414,-0.0065497956,-0.0065032584,-0.00024447383,0.0009263563,-0.0020515427,0.0028723641,0.0054223672,0.002359642
IER3,-0.0013155014,-0.0007709669,-0.00044775484,0.0015154266,-0.0005562536,0.00046993524,0.00022642569,-0.0022521466,0.0008861121,0.0011112317,-0.00036026293,-0.0009617334,-0.00029559297,-0.0026414243,0.0013916515,7.968591e-05,0.0012576886,-2.1072396e-05,0.00073553954,0.001439084,-0.0013369506,0.0012963675,-0.0012230689,-0.00058978674,0.0029905634,-3.71533e-05,0.0027017118,0.00076415605,-0.00021626997,-0.0010643046,-0.00045731847,-0.001491782,-0.0002716884,-0.0011743717
CD83,0.002897166,0.00085811195,-0.0015241138,-0.0029458525,0.0018565634,-0.0036023573,-0.003603405,-0.0019832826,0.0041296203,-0.004460448,-0.007231089,-8.3954255e-05,0.0037768502,-0.005008407,0.006616672,-0.00056124706,-0.0012371391,-0.002262576,-0.0055849934,-0.002453454,0.0010372857,-0.005067209,0.0035935899,-0.0041847965,-0.0058269952,0.003684275,0.00056966726,-0.0066417973,0.00042602362,-0.00020337178,-0.0005361299,0.002739216,0.0008292582,0.002055231
CCL20,0.00022489118,0.00079062494,-0.00051275437,-0.00011267606,0.0007308163,-0.0011736364,0.00041030638,-0.0013446435,-0.00025496728,-0.00035366038,0.0002349376,-0.00039887344,-0.00052347087,-0.0017563235,0.0016978096,-0.00045742653,0.0015770388,0.0010012642,-0.00012861846,0.0007741792,0.0013294367,0.0003731929,-0.0003524417,-0.0010439032,-0.00026110804,0.00030163524,0.00032966645,0.0024933831,-0.00041447685,-0.000787643,-0.0018736782,-0.0008077561,-0.00038192014,-0.0006397428
