,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4498987152298893,4.236088850829434e-185,True,3
NTg10,0.4223946307463003,4.108222441143323e-161,True,5
NTg2,0.46079161381827705,3.1518758856576433e-195,True,2
NTg3,0.470922814747971,5.525331173299097e-205,True,4
NTg4,0.49846014315716813,3.1667392552625274e-233,True,2
NTg5,0.4451743772593825,8.060402764538325e-181,True,0
NTg7,0.40428649259927424,1.699061473412504e-146,True,3
NTg8,0.4919547816467883,2.5562044595554124e-226,True,0
NTg9,0.4372336003438252,8.87794050351653e-174,True,4
tar-ATF2,0.45206770212057334,4.359977212398975e-187,False,4
tar-BRD4,0.5428832668395314,1.2704859573093997e-284,False,4
tar-CAV1,0.3958281743910266,5.6655122130528325e-140,False,2
tar-CD86,0.4501777089844511,2.3557290415929835e-185,False,2
tar-CMTM6,0.4409844601069196,4.419729271197488e-177,False,2
tar-CUL3,0.6517700663768208,0.0,False,12
tar-ETV7,0.462960063383305,2.7415289270554217e-197,False,4
tar-IFNGR1,0.8972646943274645,0.0,False,18
tar-IFNGR2,0.9083954319908029,0.0,False,18
tar-IRF1,0.8360880930984741,0.0,False,18
tar-IRF7,0.46821231591729173,2.4259085364797023e-202,False,5
tar-JAK2,0.9002010929310073,0.0,False,19
tar-MARCH8,0.4458378459693511,2.039167285149223e-181,False,4
tar-MYC,0.6264239903415283,0.0,False,8
tar-NFKBIA,0.49973550615990925,1.3455309363880315e-234,False,8
tar-PDCD1LG2,0.47354466828378533,1.4570655140196875e-207,False,5
tar-POU2F2,0.4609813112758015,2.0840230450872077e-195,False,5
tar-SMAD4,0.8367903017155832,0.0,False,14
tar-SPI1,0.5094479761291173,3.085168778761413e-245,False,2
tar-STAT1,0.9068202348299402,0.0,False,19
tar-STAT2,0.7342652203083109,0.0,False,20
tar-STAT3,0.48241586345327053,1.8576593609363267e-216,False,1
tar-STAT5A,0.4371118949583595,1.1344552302875864e-173,False,3
tar-TNFRSF14,0.4740126179859023,5.021441417382692e-208,False,2
tar-UBE2L6,0.42819935289940564,5.427669202585825e-166,False,5
