,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4495801241965211,8.273384426446515e-185,True,3
NTg10,0.4519111574966498,6.073120494210255e-187,True,5
NTg2,0.4801431330233454,3.738833647211153e-214,True,2
NTg3,0.4444164990898978,3.859903650136032e-180,True,5
NTg4,0.5889017803512024,0.0,True,13
NTg5,0.4443143793924718,4.765408361980508e-180,True,0
NTg7,0.4211473861196196,4.462147018446391e-160,True,3
NTg8,0.5090610764980896,8.312474812859193e-245,True,10
NTg9,0.4021544224881107,7.805475351541739e-145,True,1
tar-ATF2,0.4617232290851497,4.1221479766110644e-196,False,6
tar-BRD4,0.5560087151871751,2.449274407356637e-301,False,4
tar-CAV1,0.3337588934578281,1.2985250303285824e-97,False,1
tar-CD86,0.4691754815918276,2.80928797919504e-203,False,6
tar-CMTM6,0.46086605682940207,2.679637583052171e-195,False,3
tar-CUL3,0.6668015523915569,0.0,False,13
tar-ETV7,0.49050510242289885,8.443315096561465e-225,False,5
tar-IFNGR1,0.9066313157984437,0.0,False,18
tar-IFNGR2,0.8838236741089784,0.0,False,18
tar-IRF1,0.8829819643805294,0.0,False,19
tar-IRF7,0.4860444192614681,3.585667881210814e-220,False,5
tar-JAK2,0.8900273732807655,0.0,False,19
tar-MARCH8,0.4972307289069947,6.567652632964534e-232,False,8
tar-MYC,0.6302553681300049,0.0,False,8
tar-NFKBIA,0.5842767521283739,0.0,False,8
tar-PDCD1LG2,0.4174538607818216,4.915716316702957e-157,False,5
tar-POU2F2,0.5722265373551925,4e-323,False,10
tar-SMAD4,0.8080547670500146,0.0,False,14
tar-SPI1,0.5125808672387013,9.620403047473944e-249,False,5
tar-STAT1,0.8765389517220523,0.0,False,19
tar-STAT2,0.7546342130323659,0.0,False,18
tar-STAT3,0.46037050427598897,7.888694716784149e-195,False,2
tar-STAT5A,0.441862275112648,7.351698522813094e-178,False,3
tar-TNFRSF14,0.4545687297001863,2.1369301125494676e-189,False,2
tar-UBE2L6,0.4581124674890443,1.0566814699804523e-192,False,8
