,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5004064867679958,2.540260099145071e-235,True,2
NTg10,0.476477864585943,1.7847158268862803e-210,True,4
NTg2,0.5118328316767632,6.6629936543246545e-248,True,1
NTg3,0.5221047700667817,1.249491639927803e-259,True,2
NTg4,0.5559837723191133,2.639449142679366e-301,True,4
NTg5,0.4812378082018161,2.9193362683941437e-215,True,1
NTg7,0.4778819683109579,7.039896788959504e-212,True,1
NTg8,0.5242259459435897,4.2121937660176256e-262,True,3
NTg9,0.4852906377868418,2.1373533682295995e-219,True,2
tar-ATF2,0.4810576138851028,4.444868971210165e-215,False,2
tar-BRD4,0.5569127619179179,1.6221683255465954e-302,False,4
tar-CAV1,0.47854127996763646,1.5347446642205565e-212,False,2
tar-CD86,0.49243152123329703,8.062763878101162e-227,False,1
tar-CMTM6,0.4837776007494079,7.59041970059703e-218,False,1
tar-CUL3,0.5812628775876152,0.0,False,5
tar-ETV7,0.48350687314749047,1.4350102370836342e-217,False,1
tar-IFNGR1,0.6315424623757799,0.0,False,5
tar-IFNGR2,0.6231631661830581,0.0,False,1
tar-IRF1,0.5661808867403667,8.158455417e-315,False,7
tar-IRF7,0.49197065110756105,2.4599576220153603e-226,False,5
tar-JAK2,0.6173599723498229,0.0,False,2
tar-MARCH8,0.491726428240033,4.439577429437369e-226,False,2
tar-MYC,0.5278662924903339,2.1904287277150242e-266,False,3
tar-NFKBIA,0.5028705995433685,5.3960912209699224e-238,False,8
tar-PDCD1LG2,0.5581258384437966,4.192188231595599e-304,False,5
tar-POU2F2,0.4793984518820849,2.1076961306748387e-213,False,6
tar-SMAD4,0.5898054735434506,0.0,False,4
tar-SPI1,0.5169432031684458,1.0958130455229218e-253,False,3
tar-STAT1,0.6264765431559035,0.0,False,9
tar-STAT2,0.5355083732842342,1.496924073688126e-275,False,1
tar-STAT3,0.48585641792068957,5.5991470463746594e-220,False,2
tar-STAT5A,0.4941957463880255,1.1095326768421018e-228,False,1
tar-TNFRSF14,0.4903400809899492,1.2558916836790664e-224,False,5
tar-UBE2L6,0.5086442689928337,2.4145447848291e-244,False,3
