,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5051101226900446,1.9221612075841528e-240,True,4
NTg10,0.4971171924587837,8.684503027975797e-232,True,3
NTg2,0.504574313094299,7.433792318365747e-240,True,4
NTg3,0.4808589013175952,7.06431211460923e-215,True,1
NTg4,0.5591033228066439,2.1794078333850492e-305,True,6
NTg5,0.5010434358473833,5.20099094191873e-236,True,3
NTg7,0.48318609970762566,3.049660150707301e-217,True,2
NTg8,0.4998922932471516,9.117143336139437e-235,True,3
NTg9,0.47258245396623516,1.2957961347540234e-206,True,1
tar-ATF2,0.4793739334276608,2.2310291624893405e-213,False,2
tar-BRD4,0.669637699536987,0.0,False,8
tar-CAV1,0.5229469249512552,1.3101022415636061e-260,False,2
tar-CD86,0.49951355025149646,2.3336592254087283e-234,False,1
tar-CMTM6,0.5165935189366521,2.745769665998498e-253,False,2
tar-CUL3,0.6617939005757967,0.0,False,10
tar-ETV7,0.5305186029581556,1.5352313595939492e-269,False,7
tar-IFNGR1,0.7820524564970196,0.0,False,15
tar-IFNGR2,0.7654262645463958,0.0,False,15
tar-IRF1,0.7907517922081333,0.0,False,17
tar-IRF7,0.5096393001774217,1.888917374546538e-245,False,4
tar-JAK2,0.7499096115459924,0.0,False,16
tar-MARCH8,0.5148244082787315,2.8169423497127176e-251,False,5
tar-MYC,0.560654345542949,1.9587479599455848e-307,False,3
tar-NFKBIA,0.5536872174650482,2.5111261826337373e-298,False,9
tar-PDCD1LG2,0.49357895261943213,4.9788614486954123e-228,False,4
tar-POU2F2,0.5159618349247059,1.4392063608855853e-252,False,5
tar-SMAD4,0.6867976059767121,0.0,False,9
tar-SPI1,0.5585196664369037,1.2752387842555726e-304,False,6
tar-STAT1,0.6798296499212205,0.0,False,15
tar-STAT2,0.6966364736866054,0.0,False,18
tar-STAT3,0.48547417065750903,1.384463451667079e-219,False,1
tar-STAT5A,0.4779582318987521,5.903645428167499e-212,False,4
tar-TNFRSF14,0.4844698549485271,1.4855589656285195e-218,False,3
tar-UBE2L6,0.4761246958068581,4.01496249708151e-210,False,9
