,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.48741331088995415,1.3855097093542088e-221,True,3
NTg10,0.4962572943082659,7.181564460099936e-231,True,1
NTg2,0.5005794817650576,1.651760670257455e-235,True,3
NTg3,0.4951514671371833,1.0770518592536278e-229,True,2
NTg4,0.5172579053351531,4.789811473201588e-254,True,4
NTg5,0.5042340004970759,1.7529073537144543e-239,True,1
NTg7,0.46516466167790504,2.1268768866014814e-199,True,4
NTg8,0.4928597805283521,2.855307904628351e-227,True,4
NTg9,0.458158298593134,9.570463727637458e-193,True,3
tar-ATF2,0.48429403261072046,2.2488548734896724e-218,False,3
tar-BRD4,0.6920290702216697,0.0,False,11
tar-CAV1,0.5045096120808945,8.751303181914102e-240,False,2
tar-CD86,0.5265554667459932,7.747154423054033e-265,False,0
tar-CMTM6,0.49726987846437004,5.964320404608491e-232,False,3
tar-CUL3,0.6511407469390257,0.0,False,13
tar-ETV7,0.5278207660529942,2.4798669350574546e-266,False,7
tar-IFNGR1,0.7618349960002141,0.0,False,15
tar-IFNGR2,0.7671485528104809,0.0,False,15
tar-IRF1,0.7554038771991003,0.0,False,15
tar-IRF7,0.49365665376303436,4.1216267541823803e-228,False,8
tar-JAK2,0.7596255474119431,0.0,False,16
tar-MARCH8,0.49621662650745774,7.934962233313312e-231,False,9
tar-MYC,0.5968263018853515,0.0,False,9
tar-NFKBIA,0.5630187630546946,1.4174772424048e-310,False,5
tar-PDCD1LG2,0.5026658301748173,9.016274169686387e-238,False,6
tar-POU2F2,0.4995161572168451,2.318620224295761e-234,False,6
tar-SMAD4,0.6899646350375312,0.0,False,9
tar-SPI1,0.5665104707293357,2.93114808e-315,False,11
tar-STAT1,0.6942136280490614,0.0,False,14
tar-STAT2,0.6202528334782517,0.0,False,18
tar-STAT3,0.4956739389132165,3.000137195704518e-230,False,2
tar-STAT5A,0.47420165844270284,3.263805246811239e-208,False,4
tar-TNFRSF14,0.5035724821744649,9.262579963104873e-239,False,5
tar-UBE2L6,0.5100854707534864,6.009126983420004e-246,False,2
