,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4760562511826067,4.697573129517887e-210,True,2
NTg10,0.5224534203114366,4.915720537867942e-260,True,5
NTg2,0.5428533024183905,1.3844749287530384e-284,True,2
NTg3,0.4473864882784135,8.14724965442582e-183,True,2
NTg4,0.5530219495255092,1.812610084278051e-297,True,2
NTg5,0.5012373528504428,3.206974052745604e-236,True,0
NTg7,0.5115855757233017,1.2618846992716723e-247,True,3
NTg8,0.46818444712260276,2.581787924228962e-202,True,3
NTg9,0.4961721934210527,8.848615898669947e-231,True,4
tar-ATF2,0.49124515090889886,1.4191690588384656e-225,False,3
tar-BRD4,0.6249902642461875,0.0,False,2
tar-CAV1,0.48443974948964597,1.5948887706081084e-218,False,1
tar-CD86,0.5197515931391632,6.5901703248528696e-257,False,1
tar-CMTM6,0.5193706821811791,1.809356826748639e-256,False,2
tar-CUL3,0.5896060691541853,0.0,False,3
tar-ETV7,0.5137353060485625,4.808021631817477e-250,False,1
tar-IFNGR1,0.6005616621535943,0.0,False,2
tar-IFNGR2,0.6102718048294786,0.0,False,3
tar-IRF1,0.5536569234988097,2.747899809036767e-298,False,7
tar-IRF7,0.5132246512905951,1.8120489404500804e-249,False,5
tar-JAK2,0.5862689441233364,0.0,False,0
tar-MARCH8,0.5022277911160317,2.7004927405593523e-237,False,3
tar-MYC,0.5796874161202562,0.0,False,4
tar-NFKBIA,0.541794037661202,2.8706671494208105e-283,False,4
tar-PDCD1LG2,0.5144527026107938,7.427148108831295e-251,False,3
tar-POU2F2,0.5115583246560163,1.3538593868367203e-247,False,4
tar-SMAD4,0.5929707035321578,0.0,False,4
tar-SPI1,0.5349751951886593,6.642341001040107e-275,False,7
tar-STAT1,0.5994004072571095,0.0,False,2
tar-STAT2,0.5484462918543607,1.2891650567424738e-291,False,1
tar-STAT3,0.4980915410001236,7.870085500092962e-233,False,2
tar-STAT5A,0.48766147568879026,7.669483450011039e-222,False,2
tar-TNFRSF14,0.49398325293396717,1.8617019953778727e-228,False,4
tar-UBE2L6,0.51069555209067,1.2516387506020426e-246,False,1
