,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4989520307137901,9.381054040479006e-234,True,4
NTg10,0.4984015890580277,3.659742698360858e-233,True,4
NTg2,0.4881442512378649,2.4238154186067948e-222,True,3
NTg3,0.48055118841044014,1.4467359920071016e-214,True,0
NTg4,0.5683276361872444,1.015884e-317,True,12
NTg5,0.46129428971145503,1.052507695338587e-195,True,1
NTg7,0.4293247075550627,5.992255187719349e-167,True,4
NTg8,0.4913143929001911,1.200806746668616e-225,True,7
NTg9,0.4336545318806575,1.1517513116570634e-170,True,1
tar-ATF2,0.49136511815734135,1.062443410882062e-225,False,6
tar-BRD4,0.6748662106567027,0.0,False,10
tar-CAV1,0.5012151360857089,3.389694985850869e-236,False,0
tar-CD86,0.5216550862902803,4.155153340468056e-259,False,7
tar-CMTM6,0.5355535324694316,1.3192783869360788e-275,False,4
tar-CUL3,0.6273618649155821,0.0,False,11
tar-ETV7,0.5020802520622839,3.9061745661197495e-237,False,7
tar-IFNGR1,0.8328051178131542,0.0,False,17
tar-IFNGR2,0.8091306386765689,0.0,False,16
tar-IRF1,0.8383823652785503,0.0,False,18
tar-IRF7,0.48926641854145214,1.6541235913933718e-223,False,3
tar-JAK2,0.8106823486763883,0.0,False,17
tar-MARCH8,0.5492514033579149,1.2223391655048303e-292,False,8
tar-MYC,0.544639357597619,8.137034805228123e-287,False,4
tar-NFKBIA,0.6068409611191498,0.0,False,8
tar-PDCD1LG2,0.5002067638324902,4.1740387402634685e-235,False,4
tar-POU2F2,0.5643974012509665,2.03528712028e-312,False,11
tar-SMAD4,0.7535629169080296,0.0,False,14
tar-SPI1,0.52703198176939,2.123114517585668e-265,False,4
tar-STAT1,0.7585110003176427,0.0,False,17
tar-STAT2,0.7487154886498433,0.0,False,19
tar-STAT3,0.5008894119554341,7.634495415922711e-236,False,5
tar-STAT5A,0.47356692391387595,1.3851339770556981e-207,False,4
tar-TNFRSF14,0.4964498895374039,4.476683424497606e-231,False,7
tar-UBE2L6,0.5020243220008093,4.492642892719174e-237,False,9
