,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5118441839176914,6.4703823641278326e-248,True,2
NTg10,0.5009810102469233,6.0765527125944946e-236,True,2
NTg2,0.5229887070337639,1.171225695158254e-260,True,4
NTg3,0.4681253811512793,2.946013182383729e-202,True,3
NTg4,0.5430269443222493,8.413820784831625e-285,True,5
NTg5,0.4849636938186696,4.6296974190377874e-219,True,0
NTg7,0.47164369002598167,1.0852762697525545e-205,True,2
NTg8,0.4917465445606752,4.2289155908972065e-226,True,2
NTg9,0.48080164820312227,8.072687607880809e-215,True,4
tar-ATF2,0.4701524473940253,3.13206634999222e-204,False,2
tar-BRD4,0.5521733218184343,2.2414421086328748e-296,False,4
tar-CAV1,0.5288417678572982,1.5264164308121596e-267,False,0
tar-CD86,0.46084840171341174,2.7848125961633736e-195,False,3
tar-CMTM6,0.4972692206150947,5.9739863189598364e-232,False,2
tar-CUL3,0.5609343348640832,8.344783637810167e-308,False,2
tar-ETV7,0.46725858612939924,2.0371635765970795e-201,False,2
tar-IFNGR1,0.5939963819365254,0.0,False,0
tar-IFNGR2,0.5435268898502847,2.002359227689097e-285,False,2
tar-IRF1,0.5560467331741443,2.1854071216929796e-301,False,6
tar-IRF7,0.5073877996376948,5.956357297339402e-243,False,2
tar-JAK2,0.6067541253643157,0.0,False,2
tar-MARCH8,0.4886874710278866,6.6166421625126894e-223,False,3
tar-MYC,0.544793252259691,5.219364542456924e-287,False,3
tar-NFKBIA,0.5167807571907362,1.6792542775982887e-253,False,5
tar-PDCD1LG2,0.529184290471477,5.978089720578081e-268,False,1
tar-POU2F2,0.48531858247141674,2.0006372001298065e-219,False,4
tar-SMAD4,0.5831039454821101,0.0,False,4
tar-SPI1,0.5030011366683224,3.889325656467498e-238,False,5
tar-STAT1,0.6233438167890103,0.0,False,2
tar-STAT2,0.5775078761711604,0.0,False,2
tar-STAT3,0.5025772029882577,1.125835826355517e-237,False,2
tar-STAT5A,0.5357336185575425,7.970199248862174e-276,False,3
tar-TNFRSF14,0.47813996057851926,3.8804194466243586e-212,False,4
tar-UBE2L6,0.5011318143467182,4.172523387632013e-236,False,6
