,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5062620966865214,1.0406314202830487e-241,True,4
NTg10,0.5143282554766742,1.0272378482269368e-250,True,3
NTg2,0.5322063404546575,1.4598144360579732e-271,True,4
NTg3,0.5081533535221393,8.46164909434527e-244,True,3
NTg4,0.5866870177323654,0.0,True,14
NTg5,0.5019248579013905,5.761162292012126e-237,True,4
NTg7,0.446953071582137,2.0096590789631895e-182,True,1
NTg8,0.5404508811067051,1.3207181271610507e-281,True,4
NTg9,0.4964200578592025,4.816801765342379e-231,True,3
tar-ATF2,0.4725205862818612,1.490920573479964e-206,False,5
tar-BRD4,0.702848399927779,0.0,False,12
tar-CAV1,0.5559805995442084,2.6646739976930577e-301,False,2
tar-CD86,0.5340256385265348,9.374172511238778e-274,False,3
tar-CMTM6,0.5450342432980315,2.6027060847232528e-287,False,3
tar-CUL3,0.6701306900957843,0.0,False,13
tar-ETV7,0.5374453229210348,6.524006095855372e-278,False,8
tar-IFNGR1,0.7451434071553845,0.0,False,14
tar-IFNGR2,0.7428018815966982,0.0,False,15
tar-IRF1,0.7348127663025924,0.0,False,14
tar-IRF7,0.5361649738816121,2.3805786949780134e-276,False,8
tar-JAK2,0.7536483177608446,0.0,False,17
tar-MARCH8,0.513294553633965,1.5113072863742758e-249,False,6
tar-MYC,0.6340088827979243,0.0,False,7
tar-NFKBIA,0.5669041319621072,8.61738845e-316,False,7
tar-PDCD1LG2,0.558000355623359,6.123155484362689e-304,False,4
tar-POU2F2,0.5504221085579731,3.930924885600378e-294,False,8
tar-SMAD4,0.6748418351497001,0.0,False,8
tar-SPI1,0.5442198851668785,2.726505549713043e-286,False,9
tar-STAT1,0.6861518683082491,0.0,False,14
tar-STAT2,0.607770468351466,0.0,False,18
tar-STAT3,0.5349513969902417,7.098688554712541e-275,False,2
tar-STAT5A,0.48042998093764794,1.9183591296447143e-214,False,3
tar-TNFRSF14,0.5128262253672115,5.093977704661609e-249,False,1
tar-UBE2L6,0.5042479058195237,1.6925626021079788e-239,False,12
