,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.49099890376027905,2.5700966938110612e-225,True,2
NTg10,0.4822138804451465,2.981352857752215e-216,True,4
NTg2,0.5194723865955758,1.3818597294995835e-256,True,3
NTg3,0.5201772666336472,2.128444772789521e-257,True,3
NTg4,0.5660618817580424,1.1803430965e-314,True,11
NTg5,0.4771974940796581,3.410440895584926e-211,True,5
NTg7,0.4486972713501445,5.268413066522553e-184,True,5
NTg8,0.515231567882895,9.726883582255966e-252,True,7
NTg9,0.4719223837199457,5.778649314808518e-206,True,4
tar-ATF2,0.47578236869088636,8.80217626438748e-210,False,5
tar-BRD4,0.6770175493876335,0.0,False,12
tar-CAV1,0.5348314552768139,9.921573394745551e-275,False,1
tar-CD86,0.5046178821895989,6.660146178265535e-240,False,3
tar-CMTM6,0.5147727661523835,3.2233397429469786e-251,False,0
tar-CUL3,0.6595428119117033,0.0,False,13
tar-ETV7,0.508791256770226,1.6580365391703003e-244,False,8
tar-IFNGR1,0.7685038860139546,0.0,False,14
tar-IFNGR2,0.7686507962886393,0.0,False,14
tar-IRF1,0.7475012491549055,0.0,False,14
tar-IRF7,0.5143791344700849,8.996910056033809e-251,False,5
tar-JAK2,0.7474884377484727,0.0,False,16
tar-MARCH8,0.5414377807628338,7.938958944095874e-283,False,8
tar-MYC,0.6129211466654918,0.0,False,11
tar-NFKBIA,0.5606677211547166,1.8805466433862455e-307,False,6
tar-PDCD1LG2,0.5212107454159584,1.359782817474893e-258,False,3
tar-POU2F2,0.5245640753055129,1.693534511709048e-262,False,9
tar-SMAD4,0.6807033614512135,0.0,False,9
tar-SPI1,0.5527357503147486,4.2365078959150096e-297,False,9
tar-STAT1,0.701992523254948,0.0,False,15
tar-STAT2,0.6273786080178936,0.0,False,17
tar-STAT3,0.4958178156536435,2.109167246604992e-230,False,5
tar-STAT5A,0.4776748555117067,1.1352113616851674e-211,False,2
tar-TNFRSF14,0.4755778097807608,1.406423369471047e-209,False,3
tar-UBE2L6,0.4943109521475926,8.379381968809617e-229,False,9
