,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.48799182418942805,3.487673459939166e-222,True,4
NTg10,0.45849679336633176,4.603223545629168e-193,True,1
NTg2,0.5187828498355227,8.576913436398362e-256,True,4
NTg3,0.5197528646511,6.567975567200799e-257,True,3
NTg4,0.52527325761565,2.4967633659030668e-263,True,7
NTg5,0.5056359767710168,5.0846740091495965e-241,True,3
NTg7,0.44315356266398787,5.20319460472888e-179,True,3
NTg8,0.4809082514904014,6.296680439351876e-215,True,4
NTg9,0.4665496876573702,9.863698767942412e-201,True,2
tar-ATF2,0.46956667160850946,1.1680687272075138e-203,False,4
tar-BRD4,0.6692807677004745,0.0,False,9
tar-CAV1,0.5054795683538995,7.55347188587481e-241,False,3
tar-CD86,0.5089302193912477,1.161961899328071e-244,False,1
tar-CMTM6,0.49166082534666256,5.2021613272325295e-226,False,4
tar-CUL3,0.6602738709557402,0.0,False,13
tar-ETV7,0.5057156735761744,4.155723366845513e-241,False,8
tar-IFNGR1,0.7410983354733749,0.0,False,15
tar-IFNGR2,0.7468705068014753,0.0,False,15
tar-IRF1,0.7539001549178701,0.0,False,14
tar-IRF7,0.49823107117402043,5.576667395056937e-233,False,5
tar-JAK2,0.7257552569720912,0.0,False,16
tar-MARCH8,0.4998215562370937,1.0867571727641783e-234,False,5
tar-MYC,0.5454921667096345,6.926749959850388e-288,False,10
tar-NFKBIA,0.5310258322291257,3.799509371008501e-270,False,6
tar-PDCD1LG2,0.49912280713108553,6.146245048353243e-234,False,3
tar-POU2F2,0.4894879164703335,9.725613380843527e-224,False,6
tar-SMAD4,0.6883062704938253,0.0,False,9
tar-SPI1,0.5702603045945658,2.3616e-320,False,7
tar-STAT1,0.6686822714909155,0.0,False,14
tar-STAT2,0.6081886571897945,0.0,False,17
tar-STAT3,0.4895158676628444,9.094916112316277e-224,False,2
tar-STAT5A,0.4794492001921922,1.873627363381764e-213,False,2
tar-TNFRSF14,0.4880416354516943,3.0967086094958953e-222,False,3
tar-UBE2L6,0.4958433967705536,1.981046975975319e-230,False,4
