,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5031659066735642,2.5721027161831667e-238,True,3
NTg10,0.5019220639244298,5.801543815974589e-237,True,4
NTg2,0.5376607397303823,3.5564704352911056e-278,True,3
NTg3,0.5109320392573874,6.807685719590489e-247,True,1
NTg4,0.5698152255128114,9.581e-320,True,11
NTg5,0.4925811624041279,5.61085214156732e-227,True,5
NTg7,0.4585698954225541,3.9297672634844737e-193,True,3
NTg8,0.5027265863083439,7.742713617065484e-238,True,6
NTg9,0.4831614594304967,3.231365086617852e-217,True,2
tar-ATF2,0.48469931723817566,8.644176692699321e-219,False,6
tar-BRD4,0.6937932716419603,0.0,False,11
tar-CAV1,0.5544481922416081,2.603470043743164e-299,False,1
tar-CD86,0.5341167580143915,7.27403462472991e-274,False,4
tar-CMTM6,0.5167613789245598,1.7669482238811404e-253,False,2
tar-CUL3,0.6608868292466734,0.0,False,14
tar-ETV7,0.5289816479522391,1.0410531177937804e-267,False,9
tar-IFNGR1,0.7866789291608358,0.0,False,15
tar-IFNGR2,0.7789882106156754,0.0,False,16
tar-IRF1,0.7484874510319741,0.0,False,15
tar-IRF7,0.506786137913442,2.7513721750735654e-242,False,8
tar-JAK2,0.7844382861036123,0.0,False,17
tar-MARCH8,0.5213777819305176,8.709733046635162e-259,False,7
tar-MYC,0.6017782061023096,0.0,False,6
tar-NFKBIA,0.5945581001831244,0.0,False,8
tar-PDCD1LG2,0.5468000593390937,1.5618319501493072e-289,False,4
tar-POU2F2,0.5330427318869675,1.4389981744073064e-272,False,10
tar-SMAD4,0.6908225541141266,0.0,False,9
tar-SPI1,0.5478524191839271,7.297951267299007e-291,False,9
tar-STAT1,0.7160659603937872,0.0,False,14
tar-STAT2,0.6207063983990795,0.0,False,17
tar-STAT3,0.5000628974552882,5.967976959488317e-235,False,3
tar-STAT5A,0.5146046149668021,4.998143767361529e-251,False,6
tar-TNFRSF14,0.4805799659944717,1.3529692362388521e-214,False,4
tar-UBE2L6,0.5078363509739751,1.8996040294890652e-243,False,9
