,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.46213722786979455,1.6659014679099274e-196,True,2
NTg10,0.4734582373645775,1.7735869021515027e-207,True,4
NTg2,0.49618116987881816,8.655937519903816e-231,True,2
NTg3,0.44140296102237914,1.8805613637739223e-177,True,8
NTg4,0.606358620144527,0.0,True,13
NTg5,0.4611582796659768,1.4164113734072561e-195,True,0
NTg7,0.41281977950886173,2.848707684495579e-153,True,2
NTg8,0.5254096779889732,1.7267002601548805e-263,True,9
NTg9,0.4387518727476683,4.133991647302519e-175,True,0
tar-ATF2,0.4564618302885147,3.7037383774288325e-191,False,5
tar-BRD4,0.585009286993256,0.0,False,5
tar-CAV1,0.4306158288457371,4.732703128386084e-168,False,3
tar-CD86,0.48951464949755796,9.121531962147828e-224,False,5
tar-CMTM6,0.5028226038037757,6.086245982498611e-238,False,3
tar-CUL3,0.6784185162063048,0.0,False,13
tar-ETV7,0.500309836598771,3.230482537013125e-235,False,4
tar-IFNGR1,0.8942404333411919,0.0,False,18
tar-IFNGR2,0.8758432704264236,0.0,False,18
tar-IRF1,0.8922752492360437,0.0,False,19
tar-IRF7,0.48887333559023943,4.2410783858063306e-223,False,6
tar-JAK2,0.874386695433116,0.0,False,19
tar-MARCH8,0.5163307122029869,5.472342946573264e-253,False,8
tar-MYC,0.622520535461414,0.0,False,8
tar-NFKBIA,0.599758585580584,0.0,False,9
tar-PDCD1LG2,0.45885701099887277,2.110557980859794e-193,False,4
tar-POU2F2,0.5549849571341371,5.244652417353779e-300,False,9
tar-SMAD4,0.8114297130337048,0.0,False,13
tar-SPI1,0.4943390930179047,7.823876249548901e-229,False,4
tar-STAT1,0.8790529116430958,0.0,False,18
tar-STAT2,0.7825890284039204,0.0,False,19
tar-STAT3,0.47279725363173297,7.960446869782802e-207,False,0
tar-STAT5A,0.46231022181545683,1.140435736157441e-196,False,3
tar-TNFRSF14,0.4877348867648587,6.437942854398877e-222,False,2
tar-UBE2L6,0.45936848590423096,6.963468684671896e-194,False,8
