,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.49343632750291994,7.042120358184145e-228,True,3
NTg10,0.5053733537702424,9.881412637448248e-241,True,3
NTg2,0.5240077114964545,7.580034747301812e-262,True,4
NTg3,0.5066123789583067,4.2778722755737635e-242,True,1
NTg4,0.5411577073599487,1.7648149872785924e-282,True,6
NTg5,0.4988936188472682,1.084026690869437e-233,True,2
NTg7,0.45872978701901185,2.780069065758027e-193,True,5
NTg8,0.5176621730904348,1.6521650583841023e-254,True,3
NTg9,0.479378165205917,2.2092392657947908e-213,True,3
tar-ATF2,0.48059326127504476,1.3117229395746858e-214,False,3
tar-BRD4,0.71177208414246,0.0,False,13
tar-CAV1,0.5179574846621181,7.585439722061953e-255,False,1
tar-CD86,0.5346027864649241,1.8777063931317376e-274,False,1
tar-CMTM6,0.5042318527703804,1.7624174779413584e-239,False,3
tar-CUL3,0.6683624272236872,0.0,False,13
tar-ETV7,0.508628657937515,2.5128573578773e-244,False,9
tar-IFNGR1,0.7649343931451412,0.0,False,16
tar-IFNGR2,0.7612517804801838,0.0,False,15
tar-IRF1,0.7505024893854484,0.0,False,16
tar-IRF7,0.4952813840500453,7.839668012282747e-230,False,3
tar-JAK2,0.7484117544401913,0.0,False,16
tar-MARCH8,0.5143554409983084,9.569902409261926e-251,False,8
tar-MYC,0.6098270629061024,0.0,False,7
tar-NFKBIA,0.5657308275808652,3.295140425e-314,False,8
tar-PDCD1LG2,0.5354216259590645,1.9079395708329145e-275,False,2
tar-POU2F2,0.5105720293435393,1.720045222702812e-246,False,6
tar-SMAD4,0.7044237163488718,0.0,False,10
tar-SPI1,0.5630050426182617,1.478472245649e-310,False,9
tar-STAT1,0.6954434448219339,0.0,False,14
tar-STAT2,0.6179250559070627,0.0,False,17
tar-STAT3,0.49897615914035687,8.837142159943941e-234,False,2
tar-STAT5A,0.47666526054815084,1.1602873923484806e-210,False,3
tar-TNFRSF14,0.5145680140262724,5.4987083603718145e-251,False,5
tar-UBE2L6,0.4897623948080771,5.033388768615797e-224,False,10
