,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4976918330668625,2.1094208235004344e-232,True,4
NTg10,0.5109013319768712,7.368062542821444e-247,True,4
NTg2,0.528056592298944,1.3035927952969539e-266,True,4
NTg3,0.49582251977945063,2.085001549260217e-230,True,1
NTg4,0.5584884718422065,1.4013795643033283e-304,True,7
NTg5,0.5051145428635622,1.9008134920758125e-240,True,1
NTg7,0.48822750681924787,1.986764412271712e-222,True,4
NTg8,0.5018329275663768,7.249458812370073e-237,True,1
NTg9,0.45941641600776023,6.27560531195386e-194,True,3
tar-ATF2,0.4759782330129892,5.6180408136155656e-210,False,4
tar-BRD4,0.6672406836652315,0.0,False,11
tar-CAV1,0.5239969055590559,7.803704365473699e-262,False,0
tar-CD86,0.5284709450113464,4.206231039568167e-267,False,2
tar-CMTM6,0.5188327259651805,7.516956493170816e-256,False,5
tar-CUL3,0.6439112594588944,0.0,False,12
tar-ETV7,0.4971709308954722,7.608887762151459e-232,False,9
tar-IFNGR1,0.7652340074921565,0.0,False,14
tar-IFNGR2,0.7495555894288245,0.0,False,14
tar-IRF1,0.7468228237229458,0.0,False,15
tar-IRF7,0.5076789245222197,2.8375167862046593e-243,False,3
tar-JAK2,0.7497418680115786,0.0,False,16
tar-MARCH8,0.5131061157207472,2.4647936966958542e-249,False,6
tar-MYC,0.5409675347446389,3.0344853050691995e-282,False,4
tar-NFKBIA,0.5610602348561697,5.684234000376367e-308,False,4
tar-PDCD1LG2,0.5307875068046396,7.324862402266219e-270,False,5
tar-POU2F2,0.5187392682860423,9.624586547182665e-256,False,7
tar-SMAD4,0.6728516335847502,0.0,False,7
tar-SPI1,0.5367620599281263,4.4566576767253606e-277,False,7
tar-STAT1,0.677735624473253,0.0,False,15
tar-STAT2,0.615310604433041,0.0,False,17
tar-STAT3,0.489203391201461,1.9238390970114382e-223,False,4
tar-STAT5A,0.4718636846148151,6.599297555243114e-206,False,3
tar-TNFRSF14,0.4817836215564454,8.158155718467156e-216,False,3
tar-UBE2L6,0.5036582296335793,7.466352047464216e-239,False,8
