,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4398569393924206,4.391783196663203e-176,True,3
NTg10,0.4291429985919643,8.557862757434373e-167,True,5
NTg2,0.44382280952325587,1.3128833041642375e-179,True,1
NTg3,0.45097947792968307,4.349556500442922e-186,True,3
NTg4,0.4705222093965459,1.3627595457287626e-204,True,3
NTg5,0.43874003220485724,4.234316548324729e-175,True,0
NTg7,0.38860991769874426,1.4829916023604237e-134,True,1
NTg8,0.48313308942185607,3.454002235124469e-217,True,0
NTg9,0.40976489643320846,7.998790745018469e-151,True,4
tar-ATF2,0.44410115433663844,7.3977521099891375e-180,False,5
tar-BRD4,0.5389190149444972,1.018791569265711e-279,False,8
tar-CAV1,0.4295731717258192,3.679605172742073e-167,False,3
tar-CD86,0.4143428969757764,1.6763326243195946e-154,False,5
tar-CMTM6,0.42303699957336977,1.197921765749318e-161,False,3
tar-CUL3,0.682592584061811,0.0,False,13
tar-ETV7,0.47582204932513533,8.036995911101398e-210,False,7
tar-IFNGR1,0.9087647494480444,0.0,False,18
tar-IFNGR2,0.9140917301590245,0.0,False,18
tar-IRF1,0.8422967115063126,0.0,False,18
tar-IRF7,0.44479565124437376,1.7639704954009662e-180,False,3
tar-JAK2,0.9061927532844808,0.0,False,19
tar-MARCH8,0.4526627450625724,1.235127925496077e-187,False,3
tar-MYC,0.6090133071268596,0.0,False,9
tar-NFKBIA,0.5112382359198588,3.092068092630576e-247,False,8
tar-PDCD1LG2,0.4387048078868412,4.5473729070470143e-175,False,6
tar-POU2F2,0.4876375929018686,8.118827879100458e-222,False,5
tar-SMAD4,0.8287435782526632,0.0,False,14
tar-SPI1,0.5163273131818661,5.521350253075837e-253,False,3
tar-STAT1,0.904674146300924,0.0,False,19
tar-STAT2,0.7302428021438286,0.0,False,19
tar-STAT3,0.48032074669744834,2.4735648644150146e-214,False,1
tar-STAT5A,0.4239043039465914,2.2590988898582e-162,False,3
tar-TNFRSF14,0.47465503320157804,1.16014802014686e-208,False,4
tar-UBE2L6,0.41760334483463346,3.7085920422240304e-157,False,4
