,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5161635115194066,8.483746753958885e-253,True,4
NTg10,0.5328879119680823,2.210715477695278e-272,True,1
NTg2,0.5157808121580612,2.312170871179594e-252,True,1
NTg3,0.49580784427455554,2.1613203068792103e-230,True,3
NTg4,0.5654042805107203,9.0609526744e-314,True,1
NTg5,0.5223582287278277,6.342357459767431e-260,True,3
NTg7,0.49504160887312404,1.4087431658542176e-229,True,4
NTg8,0.523759031217199,1.479805009734959e-261,True,2
NTg9,0.5063342590395923,8.665605558233375e-242,True,1
tar-ATF2,0.48775095404827545,6.195930957581924e-222,False,2
tar-BRD4,0.5804667593563592,0.0,False,8
tar-CAV1,0.5099362650317671,8.815193570417634e-246,False,2
tar-CD86,0.5311560208418076,2.6540344854657298e-270,False,1
tar-CMTM6,0.5186440497549192,1.2379698038226335e-255,False,2
tar-CUL3,0.5558793668744132,3.609277377879511e-301,False,4
tar-ETV7,0.5180247791658604,6.351778147188517e-255,False,5
tar-IFNGR1,0.6210186721230563,0.0,False,1
tar-IFNGR2,0.6160155092392036,0.0,False,1
tar-IRF1,0.5729381389695565,1e-323,False,7
tar-IRF7,0.5237839911726344,1.3837406142659793e-261,False,2
tar-JAK2,0.5712839141745385,9.3e-322,False,2
tar-MARCH8,0.5198861691537225,4.611005991655625e-257,False,3
tar-MYC,0.5652610463648875,1.41159454784e-313,False,2
tar-NFKBIA,0.5580206894055256,5.758616781826039e-304,False,4
tar-PDCD1LG2,0.5488801410447839,3.625184238116158e-292,False,3
tar-POU2F2,0.5221303580330184,1.166850298470042e-259,False,1
tar-SMAD4,0.6291536473015038,0.0,False,1
tar-SPI1,0.5164733432445983,3.76405234043797e-253,False,2
tar-STAT1,0.6591771223966498,0.0,False,1
tar-STAT2,0.5789994773221921,0.0,False,0
tar-STAT3,0.4938111664580141,2.830234156166567e-228,False,3
tar-STAT5A,0.5325793897865562,5.198076375177384e-272,False,2
tar-TNFRSF14,0.5302225564056217,3.4645891431448835e-269,False,1
tar-UBE2L6,0.504437019056227,1.0508976001564203e-239,False,6
