,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.0018186268,0.0013722852,0.0016544329,0.0005121928,0.0062549473,-0.008952902,-0.0011949418,-0.0005043383,1.0819956e-05,0.0026707463,-0.0011730134,0.005660496,0.0013985811,-0.0024327307,-0.0011440896,0.004894915,-0.00094528217,-0.004102084,-0.005168991,0.0013236327,-0.00028456503,-0.0025166404,-0.00091702916,-0.0007528398,-0.00024699786,-0.002554987,-0.009103233,0.0052220053,-0.001654655,0.0036636621,0.00034829753,-0.0040328996,-0.00322643,0.0040367376
CXCL2,0.00043404053,-0.0007643181,-0.0016694361,0.0012932018,-5.4983575e-05,-9.302117e-06,-0.0008260359,0.0005409763,0.00021256246,-0.00041153928,-0.00042073865,0.00081801147,-0.0012004888,-8.9515364e-05,-1.6613976e-05,0.00012521078,3.9956816e-05,1.8584538e-05,0.00081384904,-0.00086561573,-0.00026882507,0.00037202504,0.00029932146,-0.00053678337,0.00033069067,-7.460677e-05,-0.00038909668,0.00035622224,0.00042553124,-0.00031357832,3.5961908e-05,-0.00026520638,-0.00024269488,0.00018756925
ATF3,-0.00035380977,3.9978964e-05,0.0019967512,0.0035586,0.0013803634,-0.0003963102,-0.0037169629,-0.00085299596,-0.002518943,0.0038122248,0.00255497,0.0020410626,0.00018764636,0.00021811441,0.0037189862,0.0022426995,-0.0030823464,0.002844467,-0.0014824857,-0.0033080205,-0.00044995433,0.00079150236,0.00386425,0.0015100462,-0.001452939,0.0010257028,0.0003649075,0.004470516,-0.0014967053,-0.0012323111,0.0004989942,-0.0010730446,-0.0025450746,0.008325063
NFKBIA,0.0016676652,-0.00196375,-0.0048359013,0.0025405828,0.0045122984,-0.008708024,-6.309835e-05,0.0012061949,0.003923566,-0.0009391972,-0.00545466,0.005464725,-0.0044867764,-0.003786801,-0.007570383,0.0033524209,0.00092613464,-0.004930167,-0.0043954104,0.00321422,-0.00031431566,-0.0006399061,-0.0069727637,-0.00043612567,0.004229868,-0.0022874374,-0.013699827,0.0048504393,0.005309804,0.0043250956,0.005004532,-0.0030789557,-0.0022341087,0.0013988876
TNFAIP3,0.001243182,-0.00086810696,-0.00062196166,0.0019484219,-0.0007134221,-0.0011424117,-0.0010120469,-0.0016749725,0.0024170706,-0.0024182952,-0.0033460534,0.00018091328,0.00074702495,-0.0037500851,-0.0036136808,-0.0012987385,0.001183918,-0.002846771,-0.0025253978,0.0004053632,-0.00035733182,-0.0029056612,-0.003558141,-0.0028779178,0.0029125924,-0.0030850067,-0.005509203,0.00033075208,0.0025144494,0.0021822315,-0.00022320107,0.00045883792,-0.0012249086,-0.00481581
PTGS2,-9.307396e-05,-2.0978869e-05,4.4900036e-05,0.00029200982,0.00016754665,3.8689534e-05,-0.0001465965,-7.471964e-05,-0.0002458612,3.379864e-05,0.00021148539,0.00021935611,-4.028663e-05,-0.00014004855,0.00021823746,0.00022164464,-1.6887514e-05,4.7646387e-05,-0.000327571,-8.557933e-05,-7.619774e-05,-3.149751e-05,-0.00015684542,-0.00014282127,3.659621e-05,-1.49504085e-05,-0.00010829651,0.00013603538,-3.1776122e-05,-6.901609e-05,-0.00012858617,0.00011265809,-0.00010671874,0.00022628384
CXCL1,0.0007586012,-0.0013158577,-0.0048233084,0.0029340598,0.0012519169,0.0024365976,-0.0030883544,0.00027130745,7.780654e-06,-0.0023975836,-0.0017827543,0.0011593894,-0.001744588,1.0795999e-05,-0.00063296576,0.00079844554,0.0015857379,-0.0007233172,0.000908287,-0.0006861881,-0.0014781767,0.00047675872,-0.0016230079,-0.0018726259,0.003586211,0.0007004052,-0.0055266037,-0.00040723823,0.00105309,0.0013952103,0.0006241668,0.0011392129,-0.00043213397,-0.00096861
IER3,-5.7113273e-05,2.5774998e-05,0.001210038,-0.0009922602,0.001395187,-0.002537387,0.0008377329,0.0005688864,0.00018405715,0.00010889867,0.00016757056,0.00035466775,0.00044212156,-0.000390503,3.8654143e-05,0.00015479075,0.00036013074,-0.00057775766,-0.0012337257,-7.334424e-05,0.00027115858,-0.00030316817,-0.00038397784,-0.00019881115,-0.0011122847,-0.0008552759,-0.0021233289,0.0013904432,-8.432946e-05,-0.00075472443,-0.0004494027,-0.00068642455,-1.5944526e-05,0.00031298646
CD83,-0.00091796456,0.0008120995,0.0033748029,0.00085391937,0.0017071558,-0.0048371204,-0.0010999657,0.00042809235,-0.0007822235,0.0010113028,0.00055731635,0.0021418165,0.00042175828,-0.00043277728,0.0003083975,0.0026030045,-0.001105145,0.0005373871,-0.0027210345,-0.00016100191,0.00047836037,0.00052779034,0.0004947047,-4.6675473e-06,-0.0013443432,-0.00042395983,-0.004550787,0.0015040109,0.0014255336,1.2725948e-05,0.00076622097,-0.00078183686,-0.000383498,0.0050963648
CCL20,9.166802e-05,-0.00018554604,0.0014918665,-0.00023114741,0.0008378494,-0.002360996,0.0007255655,-0.00025882426,-0.0001683393,0.0003819553,0.0012575176,0.00045824752,0.00045613362,-0.0011980183,6.258658e-06,-0.00034589766,0.0011219687,-0.001752551,-0.0018977874,0.00031584385,0.00023859115,0.0002769386,-0.0008804365,-0.0008313252,-0.0003921925,-0.00073152076,-0.00087391346,0.00086933345,0.00062771037,-0.0007374244,0.00034500033,0.000421721,0.00025361424,-0.00049687753
