,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5027986117110119,6.463610626383902e-238,True,3
NTg10,0.47529639235534604,2.6784667635787796e-209,True,2
NTg2,0.513853434444099,3.536183932546934e-250,True,4
NTg3,0.49247184016032347,7.312524911390201e-227,True,3
NTg4,0.5561793845025574,1.4680820685743526e-301,True,7
NTg5,0.468420665599111,1.522633645968662e-202,True,2
NTg7,0.46853306399040845,1.184169014942786e-202,True,3
NTg8,0.5019830569855739,4.98099357439934e-237,True,5
NTg9,0.4736491280200845,1.148853587108368e-207,True,2
tar-ATF2,0.4898409959013237,4.1676926264723997e-224,False,4
tar-BRD4,0.6595565528092655,0.0,False,13
tar-CAV1,0.5149187554472651,2.202035944740035e-251,False,3
tar-CD86,0.5032860300580446,1.9023980330170955e-238,False,4
tar-CMTM6,0.4963024649613067,6.428197850971944e-231,False,4
tar-CUL3,0.6686941524887161,0.0,False,14
tar-ETV7,0.5049761322371347,2.6964043888941835e-240,False,7
tar-IFNGR1,0.7752133125867974,0.0,False,15
tar-IFNGR2,0.7689632225682503,0.0,False,14
tar-IRF1,0.7586797638932968,0.0,False,15
tar-IRF7,0.49260686727988123,5.271980621642173e-227,False,5
tar-JAK2,0.7610273420454374,0.0,False,15
tar-MARCH8,0.490052887085562,2.505128072547217e-224,False,5
tar-MYC,0.5831664012585338,0.0,False,4
tar-NFKBIA,0.5649431762118977,3.7727259866e-313,False,7
tar-PDCD1LG2,0.5177909802071704,1.1766196138471443e-254,False,3
tar-POU2F2,0.4780832765034153,4.4231794125560474e-212,False,4
tar-SMAD4,0.6759543739679766,0.0,False,8
tar-SPI1,0.5594992540652479,6.561323616957982e-306,False,7
tar-STAT1,0.6979574677767147,0.0,False,15
tar-STAT2,0.6169950614229502,0.0,False,17
tar-STAT3,0.47839964124848827,2.1294812841221655e-212,False,1
tar-STAT5A,0.4532400236450411,3.624522155408341e-188,False,4
tar-TNFRSF14,0.5107479381176725,1.0937301212342533e-246,False,5
tar-UBE2L6,0.4765965378183998,1.3588074370752838e-210,False,4
