,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4487282475935121,4.937539149066417e-184,True,3
NTg10,0.43611717335755046,8.38296481006562e-173,True,7
NTg2,0.4741023002422625,4.0933549808930675e-208,True,2
NTg3,0.41749168347641974,4.5775012715169825e-157,True,7
NTg4,0.6095377176299295,0.0,True,13
NTg5,0.4344194388194352,2.507236068027032e-171,True,0
NTg7,0.3724295754260645,6.778702770454969e-123,True,2
NTg8,0.4983381490539884,4.280735212575947e-233,True,10
NTg9,0.34520872285393095,9.886115248447796e-105,True,2
tar-ATF2,0.42590921649750374,4.688026461202929e-164,False,5
tar-BRD4,0.5484827518446828,1.1588743626844119e-291,False,7
tar-CAV1,0.3448354379284124,1.7055808132360613e-104,False,1
tar-CD86,0.4650427273591727,2.7852476336784738e-199,False,6
tar-CMTM6,0.4877214287475448,6.647902154708325e-222,False,3
tar-CUL3,0.6625232168469353,0.0,False,13
tar-ETV7,0.4821811416907092,3.2188493769616446e-216,False,6
tar-IFNGR1,0.9042413864907032,0.0,False,19
tar-IFNGR2,0.8843480365817966,0.0,False,18
tar-IRF1,0.8900579819240166,0.0,False,19
tar-IRF7,0.4899483593680276,3.2203495308823747e-224,False,7
tar-JAK2,0.8845965628026307,0.0,False,19
tar-MARCH8,0.4823270973670553,2.2870287657195788e-216,False,8
tar-MYC,0.5762664124836221,0.0,False,9
tar-NFKBIA,0.6129334829562593,0.0,False,10
tar-PDCD1LG2,0.42970392291329335,2.8462858148243773e-167,False,4
tar-POU2F2,0.5711597212954278,1.383e-321,False,10
tar-SMAD4,0.8113738526456127,0.0,False,14
tar-SPI1,0.4754215796610508,2.0112407777177135e-209,False,5
tar-STAT1,0.8839097819513873,0.0,False,19
tar-STAT2,0.7773708061769675,0.0,False,19
tar-STAT3,0.46348890747396965,8.5742013461301e-198,False,1
tar-STAT5A,0.4271035043208547,4.603148524291364e-165,False,4
tar-TNFRSF14,0.4435912771149958,2.114837662600407e-179,False,3
tar-UBE2L6,0.42381425846791704,2.686907842404622e-162,False,10
