,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.49131473677067666,1.1998106818950722e-225,True,4
NTg10,0.45494669239653324,9.529297472751865e-190,True,3
NTg2,0.4849189712021783,5.1456630710807474e-219,True,4
NTg3,0.4733015772163698,2.5324054099164208e-207,True,2
NTg4,0.5296538603328393,1.6507705447044293e-268,True,10
NTg5,0.4808480360506919,7.245492605762279e-215,True,5
NTg7,0.43791153339874,2.261612280069547e-174,True,5
NTg8,0.4807269853643493,9.60662743710277e-215,True,2
NTg9,0.4613453691030036,9.414059026190145e-196,True,5
tar-ATF2,0.45362989053843633,1.5815026916371785e-188,False,2
tar-BRD4,0.6456815070709713,0.0,False,10
tar-CAV1,0.4858876384605519,5.199815928170438e-220,False,2
tar-CD86,0.46961396020878204,1.0504188617696448e-203,False,0
tar-CMTM6,0.4672958170253626,1.8750147494005505e-201,False,5
tar-CUL3,0.6356474647622883,0.0,False,12
tar-ETV7,0.4897579791638736,5.087031769691366e-224,False,8
tar-IFNGR1,0.757657495794231,0.0,False,13
tar-IFNGR2,0.7521337148066796,0.0,False,13
tar-IRF1,0.7613267280592737,0.0,False,15
tar-IRF7,0.45489811109159994,1.0572229253067427e-189,False,5
tar-JAK2,0.7497377572840517,0.0,False,14
tar-MARCH8,0.5046830677522043,5.650214684813849e-240,False,5
tar-MYC,0.5334963529558696,4.0844908921003e-273,False,9
tar-NFKBIA,0.5409118169487799,3.556485507587945e-282,False,4
tar-PDCD1LG2,0.5043403945447217,1.3407017335688486e-239,False,3
tar-POU2F2,0.4821854060035976,3.186875525089271e-216,False,4
tar-SMAD4,0.6837940449866691,0.0,False,9
tar-SPI1,0.5156178826496519,3.5418562048345366e-252,False,8
tar-STAT1,0.6915865703961362,0.0,False,16
tar-STAT2,0.6357840442730681,0.0,False,17
tar-STAT3,0.4602719751150839,9.775714858118025e-195,False,2
tar-STAT5A,0.4641211975925585,2.1305067850173034e-198,False,3
tar-TNFRSF14,0.4860088746400957,3.900976767127576e-220,False,2
tar-UBE2L6,0.47755826194837303,1.4853584280556903e-211,False,4
