,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5096952918777606,1.6361860583687048e-245,True,2
NTg10,0.5200927606232423,2.6641576128660477e-257,True,0
NTg2,0.5522068093695334,2.029958449603003e-296,True,5
NTg3,0.5029139816610928,4.839788505962476e-238,True,2
NTg4,0.5522662535486921,1.7024468618464778e-296,True,9
NTg5,0.49967519276902306,1.5627701846030467e-234,True,2
NTg7,0.4785384283326241,1.5449004066447347e-212,True,3
NTg8,0.5204489950347351,1.0336488198030158e-257,True,5
NTg9,0.49290598539526176,2.552550990882782e-227,True,3
tar-ATF2,0.4828323550202803,6.996731079328075e-217,False,3
tar-BRD4,0.6943090693230525,0.0,False,14
tar-CAV1,0.49764609107430996,2.361172104262445e-232,False,1
tar-CD86,0.4961215979670464,1.0017549712303919e-230,False,0
tar-CMTM6,0.5288743457079015,1.3962791504471504e-267,False,2
tar-CUL3,0.6594958558311481,0.0,False,12
tar-ETV7,0.5277845516298678,2.737140909928343e-266,False,7
tar-IFNGR1,0.7783384696723126,0.0,False,16
tar-IFNGR2,0.7731814709776078,0.0,False,15
tar-IRF1,0.7369109399088983,0.0,False,14
tar-IRF7,0.523407493060994,3.8062221702075407e-261,False,7
tar-JAK2,0.7695390162044445,0.0,False,16
tar-MARCH8,0.5103433971430801,3.096927861992504e-246,False,6
tar-MYC,0.5861605301148627,0.0,False,7
tar-NFKBIA,0.5696351992309918,1.68674e-319,False,7
tar-PDCD1LG2,0.5278768681233814,2.1281750133684126e-266,False,4
tar-POU2F2,0.5219199984063776,2.0476425803896343e-259,False,6
tar-SMAD4,0.6856733854554591,0.0,False,9
tar-SPI1,0.5582796239456107,2.634507413670635e-304,False,7
tar-STAT1,0.6987369744318986,0.0,False,15
tar-STAT2,0.6067785494421692,0.0,False,17
tar-STAT3,0.5110642613388636,4.8421215082066814e-247,False,2
tar-STAT5A,0.49054515662710935,7.667328494194073e-225,False,5
tar-TNFRSF14,0.5023829702777197,1.8312515580746248e-237,False,5
tar-UBE2L6,0.5147996341740542,3.005084717751699e-251,False,8
