,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5074299019534174,5.350895808633377e-243,True,4
NTg10,0.531348544824644,1.5608182373628034e-270,True,2
NTg2,0.54622292410854,8.341810235129814e-289,True,5
NTg3,0.5188320888274301,7.529635091154532e-256,True,4
NTg4,0.5543999134270126,3.0066067653124753e-299,True,5
NTg5,0.48991448046213487,3.493389391369865e-224,True,2
NTg7,0.48580422227175446,6.336319469859127e-220,True,3
NTg8,0.49766149870618565,2.2731882928478056e-232,True,6
NTg9,0.4685862759419645,1.0512604572925995e-202,True,5
tar-ATF2,0.49420280848248643,1.0906044570121911e-228,False,5
tar-BRD4,0.6975071173553629,0.0,False,13
tar-CAV1,0.5225886405272112,3.422380867544387e-260,False,0
tar-CD86,0.5296363204294405,1.7321213242809375e-268,False,2
tar-CMTM6,0.5167186480909617,1.97682169964186e-253,False,2
tar-CUL3,0.6580074503859689,0.0,False,12
tar-ETV7,0.5406358077978952,7.804015902833148e-282,False,7
tar-IFNGR1,0.7682521402840087,0.0,False,16
tar-IFNGR2,0.7623944580021499,0.0,False,15
tar-IRF1,0.7471656026585715,0.0,False,16
tar-IRF7,0.5256664979275676,8.619977393583481e-264,False,5
tar-JAK2,0.749622105064317,0.0,False,17
tar-MARCH8,0.5215674765708878,5.250079922629794e-259,False,7
tar-MYC,0.618816093215217,0.0,False,7
tar-NFKBIA,0.5615971965891564,1.1033385254345314e-308,False,8
tar-PDCD1LG2,0.5307282514023708,8.622677812741475e-270,False,2
tar-POU2F2,0.5327772083610826,3.0047624620646086e-272,False,9
tar-SMAD4,0.6803101755064873,0.0,False,9
tar-SPI1,0.5462552624930124,7.5949883848806705e-289,False,11
tar-STAT1,0.7119833683069202,0.0,False,14
tar-STAT2,0.6208793122141287,0.0,False,17
tar-STAT3,0.5108374349276418,8.686141940101191e-247,False,1
tar-STAT5A,0.47991652364572773,6.331216702304586e-214,False,2
tar-TNFRSF14,0.49334362835290535,8.821253036949626e-228,False,4
tar-UBE2L6,0.5223833527335273,5.9298896178421036e-260,False,9
