,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4801161642974404,3.980785579709718e-214,True,2
NTg10,0.4234349342816926,5.575479522474111e-162,True,0
NTg2,0.49999455689245537,7.07227283202936e-235,True,5
NTg3,0.4580852920211892,1.12058380855072e-192,True,2
NTg4,0.5076053399170424,3.422687389491209e-243,True,3
NTg5,0.511559373124692,1.3501998927543365e-247,True,1
NTg7,0.36621907810948107,1.3578353955521757e-118,True,3
NTg8,0.49971748106503044,1.4070878212348143e-234,True,2
NTg9,0.4519233721285247,5.91812905079167e-187,True,2
tar-ATF2,0.4879566096014448,3.7934545914364314e-222,False,0
tar-BRD4,0.6634185222775741,0.0,False,5
tar-CAV1,0.5252113409022497,2.9515134962285135e-263,False,2
tar-CD86,0.5079534654908873,1.409142096119805e-243,False,0
tar-CMTM6,0.5134351521775997,1.0489811289640844e-249,False,4
tar-CUL3,0.6082033042728558,0.0,False,4
tar-ETV7,0.43286534702853646,5.5303633640948564e-170,False,4
tar-IFNGR1,0.46548215024517153,1.0533240959010329e-199,False,4
tar-IFNGR2,0.5176643705623839,1.6426271598437077e-254,False,1
tar-IRF1,0.48693202583187883,4.356342813248054e-221,False,3
tar-IRF7,0.5480668059963261,3.904658485330203e-291,False,7
tar-JAK2,0.5908143701176383,0.0,False,2
tar-MARCH8,0.45572196114054314,1.8124480338464956e-190,False,1
tar-MYC,0.39114498760104865,1.9221869817357017e-136,False,2
tar-NFKBIA,0.5294871842214831,2.6071331937236996e-268,False,2
tar-PDCD1LG2,0.5179852134193628,7.050497140202279e-255,False,3
tar-POU2F2,0.4731471642353529,3.59680032179946e-207,False,2
tar-SMAD4,0.5361067645369045,2.8024926569475857e-276,False,2
tar-SPI1,0.4600711267366123,1.5132943085082672e-194,False,4
tar-STAT1,0.6217786572829537,0.0,False,1
tar-STAT2,0.5369632635339586,2.532043519380604e-277,False,0
tar-STAT3,0.5005632433590174,1.7198803465159338e-235,False,1
tar-STAT5A,0.4852930977215772,2.12495290588884e-219,False,2
tar-TNFRSF14,0.5283387019740794,6.036041214354758e-267,False,5
tar-UBE2L6,0.419140579443675,2.028205444461894e-158,False,3
