,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4055811780137988,1.6402211941923926e-147,True,3
NTg10,0.4064749124428411,3.2463230176183784e-148,True,4
NTg2,0.4354242719166335,3.3630842378738944e-172,True,3
NTg3,0.4759225576619882,6.38306033960874e-210,True,4
NTg4,0.4621008500127744,1.8040370672405856e-196,True,7
NTg5,0.3996561472608897,6.678013386412451e-143,True,0
NTg7,0.3755117026273658,4.580376672767817e-125,True,4
NTg8,0.4553000892449546,4.474314605547362e-190,True,1
NTg9,0.38607629820961464,1.098602657257414e-132,True,5
tar-ATF2,0.436817165640988,2.0533061815148648e-173,False,3
tar-BRD4,0.5059677617261841,2.194595942253164e-241,False,7
tar-CAV1,0.3454578561838543,6.867075241548929e-105,False,0
tar-CD86,0.350802243660923,2.5524996287724476e-108,False,5
tar-CMTM6,0.38979028599625526,1.9698390310885986e-135,False,3
tar-CUL3,0.6437331239928108,0.0,False,12
tar-ETV7,0.4376673192642094,3.7026665694038843e-174,False,6
tar-IFNGR1,0.8780411171268789,0.0,False,18
tar-IFNGR2,0.8811500508428256,0.0,False,18
tar-IRF1,0.8301939386437076,0.0,False,18
tar-IRF7,0.4264828795044694,1.5393855339999338e-164,False,3
tar-JAK2,0.8730769401878388,0.0,False,19
tar-MARCH8,0.4357898437568093,1.6165656781089013e-172,False,4
tar-MYC,0.5727382169458218,1e-323,False,9
tar-NFKBIA,0.45183955992362224,7.066654556661401e-187,False,7
tar-PDCD1LG2,0.4128098991979572,2.901401332618899e-153,False,5
tar-POU2F2,0.4505444843097921,1.0882828088752329e-185,False,5
tar-SMAD4,0.7874940518015934,0.0,False,16
tar-SPI1,0.48879022273582573,5.174481140148274e-223,False,3
tar-STAT1,0.8581032414553684,0.0,False,19
tar-STAT2,0.7244286008689789,0.0,False,20
tar-STAT3,0.46004769713064614,1.5924029233835123e-194,False,3
tar-STAT5A,0.3963800467663348,2.15482868798771e-140,False,3
tar-TNFRSF14,0.4196237730948353,8.110325287734688e-159,False,5
tar-UBE2L6,0.40108412207918126,5.275202314025617e-144,False,4
