,NTg1,NTg10,NTg2,NTg3,NTg4,NTg5,NTg7,NTg8,NTg9,tar-ATF2,tar-BRD4,tar-CAV1,tar-CD86,tar-CMTM6,tar-CUL3,tar-ETV7,tar-IFNGR1,tar-IFNGR2,tar-IRF1,tar-IRF7,tar-JAK2,tar-MARCH8,tar-MYC,tar-NFKBIA,tar-PDCD1LG2,tar-POU2F2,tar-SMAD4,tar-SPI1,tar-STAT1,tar-STAT2,tar-STAT3,tar-STAT5A,tar-TNFRSF14,tar-UBE2L6
JUNB,0.001709984,0.006582803,-0.0148489075,-0.0010380902,0.004894815,-0.010191382,0.0005449672,0.0025869573,-0.014183083,0.010249998,0.10353579,0.0044232486,0.0008611986,-0.0060064984,0.0036352028,-0.0026913513,0.14092486,0.13591638,0.05805855,0.0035316437,0.13642359,-0.0039555226,0.01188118,-0.014037783,-0.004920942,-0.010230028,-0.027303534,0.09540239,0.105980024,-0.007351387,-0.010367785,0.001046423,0.013348745,-0.011953595
CXCL2,-0.002759942,0.0055592163,-0.0026939264,0.003209009,-0.0016677149,-0.0030235208,-0.0018815807,0.0041451864,-0.003581128,-0.0038967077,-0.027944494,-0.0013892242,-0.00084430043,-0.0027411806,0.055902798,0.0018787128,0.027079418,0.025726598,0.0041653574,0.00044821005,0.027489582,-0.0017913674,0.001522816,0.004025108,-0.00015725665,0.00086626364,-0.0066087916,-0.00648693,0.011136111,-0.0065455846,-0.0037136967,-0.00045063408,0.0031038122,-0.0048874146
ATF3,-0.002938681,0.0092064645,-0.006422915,-0.0015781599,0.00733202,-0.015707858,-0.007812881,-0.009017983,-0.004869165,0.014181229,0.0017217749,0.0055102822,0.003967054,0.008036007,0.01118782,-0.008081225,-0.028015677,-0.041124158,-0.11209459,0.00199824,-0.04270946,-0.003806518,-0.016087087,0.007191298,0.0018161533,0.0011078744,-0.041549873,-0.029531015,-0.03160914,0.009213232,-0.011162719,-0.009818879,0.0042782812,-0.008575907
NFKBIA,-0.002513313,0.016315233,0.0024368034,-0.012196407,0.01567708,-0.012191556,-0.009776191,0.018052217,-0.012587109,0.008497073,0.1155543,-0.004736389,0.003901689,-0.011011217,0.023030188,-0.0041320208,0.28601754,0.26308998,0.0027348734,-0.0011153794,0.2782794,-0.015627893,-0.022919014,-0.036148407,-0.011529262,-0.022693481,-0.076586,0.11104866,0.23736313,0.03195324,-0.016387708,0.0019444799,0.017811807,-0.022155894
TNFAIP3,-0.0004503692,-0.003379076,0.00043063457,-0.0045927763,0.0037656443,-0.0055728373,-0.0053924895,0.0017474898,0.0012419402,0.01130673,0.02107878,0.0013160354,0.003467022,-0.0010430944,0.018977365,0.0020847782,0.012757813,0.0052445857,-0.06536125,0.007377066,0.0024097874,-0.0009824964,-5.53683e-05,0.0018265449,-0.00029470786,-0.0026282272,-0.0033497536,0.043663457,0.026172072,0.010439466,0.0011140002,0.009754339,0.008214598,-0.0057475884
PTGS2,-0.00031644304,0.0014864226,9.725353e-06,0.00038648886,-0.00035906016,-0.0011164681,-0.0019404689,-0.00060446636,-0.0002547118,0.00066929974,-0.00671935,0.00017510293,-0.0007287387,-0.00020754382,0.0023417221,0.0012901552,-0.0041365568,-0.005834929,-0.017556166,0.0010094417,-0.005584032,0.0016040604,0.0011143683,0.00037069878,0.0004593401,0.00086951366,-0.0023822642,-0.0012086281,-0.001163083,0.0077985246,0.0001661394,0.00042999108,0.00041357265,-0.00063362723
CXCL1,-0.004425998,-0.0043172482,0.0053147404,0.0023345163,-0.001617261,-0.00064650096,-0.0020147804,0.002369242,0.0003791418,0.0019013438,-0.09432542,0.0034457329,0.0033291678,-0.0045314385,0.054671776,0.010978362,0.0112431655,0.025436059,-0.05792238,0.0013932592,0.023546187,-0.006443766,-0.0037613611,0.0037664475,0.001344232,0.009985715,-0.037255444,-0.01981978,0.046059713,0.018392744,-0.0028615724,0.0125451675,0.010042856,0.0012837739
IER3,-0.0020728346,0.0040977425,0.0024782885,0.001282118,-0.0014681764,-0.005967272,0.0027356013,0.0003321607,-0.0017797657,0.0022176192,0.00041570596,0.0003043413,-0.0009507602,0.001767226,0.00896482,-0.0012817273,0.02356553,0.026993861,-0.03019705,0.0033617455,0.02332567,-0.00055095466,0.009306408,0.003046206,-0.00045504322,0.003858692,-0.012072731,-0.0034979011,0.020401295,-0.008747599,0.00052115833,0.0031494694,0.005017384,-0.00045107058
CD83,-0.01210856,0.008573536,-0.0022065523,0.00342366,0.0065070703,-0.00037095902,-0.0035836978,-0.00487703,-0.0051012076,0.015425109,-0.02449555,0.006845286,0.0041656233,0.009445512,0.023845784,0.0023309472,0.033209004,0.022432195,0.0673239,0.0045068334,0.024608256,0.0015888303,0.009987372,0.009229651,0.0059468704,0.0032572702,0.036876082,-0.0114378845,0.029456401,0.02637145,-0.0061891545,0.003936202,0.0057952013,-0.0008616168
CCL20,-0.0071983933,0.005699753,0.0051679173,0.0073482725,-0.0010956248,-0.0076014693,-0.0027819178,-0.0018713424,-0.0036738813,0.0052273157,-0.031955995,-0.004971015,-0.0025409965,0.0032142273,0.053166896,0.0022483931,0.06477338,0.06874003,0.01575824,0.0041207904,0.06457207,0.0028579002,0.009050373,0.0017074263,0.0018924123,0.0065212445,-0.029954288,0.0042552403,0.08273507,0.018513754,0.0021640174,0.00687604,0.0014149471,0.0042038
