,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5051546014402082,1.7178275237493208e-240,True,2
NTg10,0.5386806076600453,1.9995394456865863e-279,True,3
NTg2,0.5482550580028518,2.2537927222347687e-291,True,2
NTg3,0.512238355491763,2.3350289056210594e-248,True,4
NTg4,0.5908020377672247,0.0,True,2
NTg5,0.5123270458244449,1.856164979368796e-248,True,2
NTg7,0.5239566286455117,8.697031979542052e-262,True,1
NTg8,0.5149847031635421,1.853723427466474e-251,True,2
NTg9,0.509623497280043,1.967056521326729e-245,True,4
tar-ATF2,0.5053152761351986,1.1444517972372532e-240,False,2
tar-BRD4,0.583531740227332,0.0,False,6
tar-CAV1,0.5108183837783513,9.122925029199455e-247,False,3
tar-CD86,0.5037160432340028,6.456088762129003e-239,False,3
tar-CMTM6,0.533997664690518,1.0133156048992787e-273,False,1
tar-CUL3,0.6051906074843123,0.0,False,2
tar-ETV7,0.542462112090126,4.247124656800857e-284,False,3
tar-IFNGR1,0.6190127671616791,0.0,False,2
tar-IFNGR2,0.6434278240930106,0.0,False,4
tar-IRF1,0.5829485175155618,0.0,False,6
tar-IRF7,0.5375038791975042,5.532328687403425e-278,False,5
tar-JAK2,0.6102562351836295,0.0,False,1
tar-MARCH8,0.5169769004723287,1.0029267047689281e-253,False,5
tar-MYC,0.5772031249002841,0.0,False,4
tar-NFKBIA,0.5635904919897415,2.4452013525707e-311,False,3
tar-PDCD1LG2,0.5555303608840811,1.0265470676925085e-300,False,6
tar-POU2F2,0.5193966910777982,1.688854208319573e-256,False,5
tar-SMAD4,0.624119563885856,0.0,False,2
tar-SPI1,0.5376704761500857,3.460232000397332e-278,False,3
tar-STAT1,0.6474724296102223,0.0,False,8
tar-STAT2,0.5586533835178616,8.510339393692129e-305,False,0
tar-STAT3,0.48641440312758244,1.4904223736155002e-220,False,1
tar-STAT5A,0.5225553778130301,3.741268872440754e-260,False,3
tar-TNFRSF14,0.543948137646178,5.962268906075732e-286,False,4
tar-UBE2L6,0.5397190280186355,1.0560323457226927e-280,False,5
