,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.517082170079961,7.604495617389765e-254,True,3
NTg10,0.5254244495566548,1.6590918318560673e-263,True,1
NTg2,0.5326895457985155,3.831006523448911e-272,True,4
NTg3,0.52335589270015,4.37197492923279e-261,True,3
NTg4,0.5625340279040459,6.27221451232483e-310,True,6
NTg5,0.4958137059559193,2.130508098427967e-230,True,2
NTg7,0.46061868275697965,4.594697010245875e-195,True,2
NTg8,0.4895916236779809,7.583433002266873e-224,True,3
NTg9,0.4969896458941277,1.1884954220528375e-231,True,1
tar-ATF2,0.50666308054517,3.761048313580214e-242,False,2
tar-BRD4,0.6017282173423877,0.0,False,4
tar-CAV1,0.5206172579104568,6.606684521995192e-258,False,5
tar-CD86,0.49041244561684544,1.0552282301937735e-224,False,2
tar-CMTM6,0.49368369967990483,3.859224755328949e-228,False,0
tar-CUL3,0.5723978655107859,2e-323,False,3
tar-ETV7,0.528197555142665,8.873514734535594e-267,False,3
tar-IFNGR1,0.6339345477130514,0.0,False,4
tar-IFNGR2,0.6103324544934517,0.0,False,2
tar-IRF1,0.5599854278097803,1.499174181555381e-306,False,2
tar-IRF7,0.5214145438494943,7.896088478880957e-259,False,5
tar-JAK2,0.601872908276862,0.0,False,1
tar-MARCH8,0.5113385895772984,2.3869260211216024e-247,False,3
tar-MYC,0.5634046598627848,4.330578725888e-311,False,3
tar-NFKBIA,0.5225140884416625,4.178688232503035e-260,False,3
tar-PDCD1LG2,0.5505985406295403,2.3389567700985065e-294,False,3
tar-POU2F2,0.5151619003435739,1.1669058903401228e-251,False,5
tar-SMAD4,0.6180988689990379,0.0,False,4
tar-SPI1,0.5132106495348439,1.8791227203979588e-249,False,3
tar-STAT1,0.5911444622096207,0.0,False,6
tar-STAT2,0.5498267046807115,2.2615160415802682e-293,False,0
tar-STAT3,0.46748148285658275,1.2396660274551784e-201,False,1
tar-STAT5A,0.5141351417497864,1.69871593456269e-250,False,1
tar-TNFRSF14,0.5035837347636064,9.004245681379123e-239,False,3
tar-UBE2L6,0.5104800221031225,2.1794103911414683e-246,False,1
