,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.5062246769989062,1.1442291149418366e-241,True,3
NTg10,0.4984857382853967,2.9726285643236163e-233,True,2
NTg2,0.5115323611586932,1.4477088833248058e-247,True,3
NTg3,0.4344182760020826,2.513061677269041e-171,True,5
NTg4,0.5369812496950194,2.407208538483302e-277,True,6
NTg5,0.4842684873809168,2.388445119310751e-218,True,2
NTg7,0.47314806828888184,3.58942090019011e-207,True,2
NTg8,0.514331718592482,1.0180105037422097e-250,True,2
NTg9,0.47539739529513986,2.1257131651600065e-209,True,2
tar-ATF2,0.48942361986412486,1.1347182996245314e-223,False,0
tar-BRD4,0.5791958214556323,0.0,False,4
tar-CAV1,0.4769231663279268,6.412231964828043e-211,False,5
tar-CD86,0.4454828152248017,4.2562675855916987e-181,False,4
tar-CMTM6,0.4911042312287011,1.9936871458917454e-225,False,3
tar-CUL3,0.5881753861015477,0.0,False,10
tar-ETV7,0.4951576415094072,1.0609192768854583e-229,False,4
tar-IFNGR1,0.5392796825449852,3.669578277332604e-280,False,0
tar-IFNGR2,0.5923955363818726,0.0,False,6
tar-IRF1,0.5120455712904641,3.844619384927424e-248,False,4
tar-IRF7,0.5204184855646885,1.1210062720356998e-257,False,0
tar-JAK2,0.5657364195970522,3.2385213864e-314,False,2
tar-MARCH8,0.5352713151331641,2.904437297286271e-275,False,5
tar-MYC,0.5257379027718911,7.105160814033242e-264,False,2
tar-NFKBIA,0.5690670504471259,1.00317e-318,False,1
tar-PDCD1LG2,0.5436225226953113,1.5211222327837906e-285,False,3
tar-POU2F2,0.4997682813779033,1.2404105299820706e-234,False,0
tar-SMAD4,0.5806284041470869,0.0,False,6
tar-SPI1,0.5171592938575235,6.2084361735597596e-254,False,4
tar-STAT1,0.5966113898950526,0.0,False,2
tar-STAT2,0.5408685881364904,4.0225024034027745e-282,False,0
tar-STAT3,0.46355952011860924,7.340475926320868e-198,False,1
tar-STAT5A,0.5241259600239566,5.513615396523657e-262,False,2
tar-TNFRSF14,0.47821252908411416,3.281516292484114e-212,False,2
tar-UBE2L6,0.4952308601345406,8.870505968085958e-230,False,3
