,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4630810091822555,2.1019604288196148e-197,True,3
NTg10,0.4011963841782716,4.3185892963621074e-144,True,5
NTg2,0.488283286326525,1.7389142510813864e-222,True,1
NTg3,0.4822632178528746,2.656088267827378e-216,True,2
NTg4,0.4939451796910435,2.0425197790877768e-228,True,3
NTg5,0.4399723185204751,3.473490741077958e-176,True,0
NTg7,0.4404990139785555,1.1890917833581464e-176,True,3
NTg8,0.49586730864911843,1.86832476052837e-230,True,1
NTg9,0.4044102397452521,1.3594398887837199e-146,True,4
tar-ATF2,0.4578936612590555,1.6951045982108204e-192,False,6
tar-BRD4,0.6219545774717742,0.0,False,10
tar-CAV1,0.44993856140184085,3.8956788490751114e-185,False,2
tar-CD86,0.445736812815616,2.514404594270019e-181,False,1
tar-CMTM6,0.44637700326873686,6.659020789515054e-182,False,3
tar-CUL3,0.670610464922636,0.0,False,12
tar-ETV7,0.44909010288845275,2.3132851258193774e-184,False,10
tar-IFNGR1,0.9045278463507856,0.0,False,17
tar-IFNGR2,0.8890456586654003,0.0,False,18
tar-IRF1,0.8410731289042501,0.0,False,18
tar-IRF7,0.383090352447357,1.6719687047484076e-130,False,5
tar-JAK2,0.88968476294176,0.0,False,18
tar-MARCH8,0.4711637629245646,3.2084654335173796e-205,False,4
tar-MYC,0.57119226393743,1.255e-321,False,6
tar-NFKBIA,0.5246344580238195,1.4007752789557232e-262,False,8
tar-PDCD1LG2,0.46643765147297256,1.2651827741486899e-200,False,6
tar-POU2F2,0.5013469608820479,2.439731806715634e-236,False,7
tar-SMAD4,0.8187927281499473,0.0,False,16
tar-SPI1,0.4907627748577284,4.5401351415053276e-225,False,6
tar-STAT1,0.8692940328341731,0.0,False,19
tar-STAT2,0.7625928499866251,0.0,False,19
tar-STAT3,0.48616676098607764,2.682571833301668e-220,False,3
tar-STAT5A,0.4484312876102603,9.192650202235052e-184,False,3
tar-TNFRSF14,0.46365239952359966,5.983495659031064e-198,False,5
tar-UBE2L6,0.42372643176363356,3.181942400885572e-162,False,6
