,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4641101032359446,2.183254422306145e-198,True,2
NTg10,0.4696202294043791,1.0357371816939994e-203,True,3
NTg2,0.514712733250902,3.769911269481454e-251,True,3
NTg3,0.4687431414227082,7.400119785991474e-203,True,3
NTg4,0.538086088930384,1.0719522129190416e-278,True,7
NTg5,0.48660481531597927,9.4822333458073e-221,True,1
NTg7,0.46471909249207993,5.69500196497333e-199,True,5
NTg8,0.48334185512773536,2.115065220951539e-217,True,4
NTg9,0.4551214537072949,6.557553890727724e-190,True,2
tar-ATF2,0.46710896349169373,2.8427722382966403e-201,False,4
tar-BRD4,0.6761749820447254,0.0,False,10
tar-CAV1,0.507912361988792,1.564890944290073e-243,False,2
tar-CD86,0.5187190821355107,1.0152250249390196e-255,False,3
tar-CMTM6,0.502173350332633,3.0946023055483197e-237,False,3
tar-CUL3,0.643484413981297,0.0,False,12
tar-ETV7,0.5076586873608316,2.9876855946761364e-243,False,6
tar-IFNGR1,0.7598492594860833,0.0,False,15
tar-IFNGR2,0.7458545772483693,0.0,False,15
tar-IRF1,0.76934941647713,0.0,False,15
tar-IRF7,0.4986566287791025,1.9483239434137807e-233,False,4
tar-JAK2,0.742972155254235,0.0,False,16
tar-MARCH8,0.5027425134038812,7.439677549265902e-238,False,8
tar-MYC,0.5901887964978904,0.0,False,7
tar-NFKBIA,0.5609173466473208,8.788382347915918e-308,False,6
tar-PDCD1LG2,0.5092645992153491,4.935908499298955e-245,False,3
tar-POU2F2,0.5311300083118452,2.8513205751042277e-270,False,9
tar-SMAD4,0.7077046878794805,0.0,False,10
tar-SPI1,0.5547168408736319,1.1680149870963759e-299,False,9
tar-STAT1,0.6890573664099766,0.0,False,16
tar-STAT2,0.6250159881194016,0.0,False,17
tar-STAT3,0.4879929933469845,3.477954847810797e-222,False,3
tar-STAT5A,0.44795507233842674,2.4874274574614447e-183,False,4
tar-TNFRSF14,0.4784995953528092,1.690067249436464e-212,False,4
tar-UBE2L6,0.4865027870501314,1.2082648054740298e-220,False,7
