,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.49555561755860184,4.008068383174633e-230,True,1
NTg10,0.44941005566088227,1.18234981221664e-184,True,3
NTg2,0.44913116882986553,2.1224367101259568e-184,True,3
NTg3,0.4868862557714143,4.857288280599499e-221,True,2
NTg4,0.5223095438929,7.224950961461385e-260,True,4
NTg5,0.3756249228471668,3.808270560212094e-125,True,1
NTg7,0.4420507075430479,4.998801651898787e-178,True,3
NTg8,0.4505444008526171,1.0884741759695206e-185,True,3
NTg9,0.3817406886111043,1.5930378428035024e-129,True,1
tar-ATF2,0.40959192317901577,1.0987361165966828e-150,False,2
tar-BRD4,0.5054023375572672,9.183021805996932e-241,False,4
tar-CAV1,0.40075327348845186,9.509101588754401e-144,False,1
tar-CD86,0.5191583018641934,3.1757219058285274e-256,False,0
tar-CMTM6,0.39289267975318676,9.395979818167959e-138,False,1
tar-CUL3,0.5613265584825815,2.521819382634686e-308,False,2
tar-ETV7,0.5097543657290569,1.4060668358447621e-245,False,4
tar-IFNGR1,0.48063882323616375,1.1796679907675117e-214,False,1
tar-IFNGR2,0.512296346943841,2.0096536472536962e-248,False,1
tar-IRF1,0.49426896827758643,9.282203017764195e-229,False,2
tar-IRF7,0.3967953315408564,1.0398351687026415e-140,False,3
tar-JAK2,0.5282976906406451,6.751236803183626e-267,False,0
tar-MARCH8,0.4610144308458637,1.9387535066631658e-195,False,1
tar-MYC,0.5413893776496113,9.114764279773622e-283,False,5
tar-NFKBIA,0.5097483894258209,1.4277955469709435e-245,False,10
tar-PDCD1LG2,0.5307469709052017,8.189617434049571e-270,False,3
tar-POU2F2,0.4672457498984992,2.096254615268178e-201,False,5
tar-SMAD4,0.6110708865453558,0.0,False,7
tar-SPI1,0.44947887041314805,1.0233251129307088e-184,False,4
tar-STAT1,0.5138097197699272,3.962039090421195e-250,False,3
tar-STAT2,0.49354230871961363,5.442806199476839e-228,False,1
tar-STAT3,0.4690124994637039,4.047992956360485e-203,False,2
tar-STAT5A,0.4254623741617493,1.114457528270705e-163,False,1
tar-TNFRSF14,0.5122977002080683,2.0026278929282566e-248,False,5
tar-UBE2L6,0.4446274728181529,2.4968608354287004e-180,False,1
