,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4740537477132196,4.572250026040606e-208,True,3
NTg10,0.49140189862018196,9.72185233473977e-226,True,2
NTg2,0.5088032800545402,1.607821309097324e-244,True,4
NTg3,0.5059417543191917,2.3440830298643173e-241,True,0
NTg4,0.5522006375947074,2.0673779640731075e-296,True,10
NTg5,0.46760197546148613,9.475983883489957e-202,True,3
NTg7,0.4289761560427695,1.1868447975022813e-166,True,3
NTg8,0.47738325745883065,2.2232709896293693e-211,True,5
NTg9,0.4285137817196674,2.934830762020919e-166,True,2
tar-ATF2,0.4765267976252712,1.594959871348201e-210,False,3
tar-BRD4,0.6583493520192524,0.0,False,10
tar-CAV1,0.4678587606981708,5.343270225625275e-202,False,1
tar-CD86,0.5328930859496785,2.1792277730839048e-272,False,4
tar-CMTM6,0.4896473741499894,6.633836780922986e-224,False,2
tar-CUL3,0.6293339721239338,0.0,False,10
tar-ETV7,0.5100861698889821,5.998344263595869e-246,False,6
tar-IFNGR1,0.7897813667354654,0.0,False,16
tar-IFNGR2,0.770064543841187,0.0,False,16
tar-IRF1,0.810929011861749,0.0,False,18
tar-IRF7,0.4937005669226931,3.7040932408812654e-228,False,6
tar-JAK2,0.7751547929734954,0.0,False,17
tar-MARCH8,0.532982775056298,1.699364996442734e-272,False,9
tar-MYC,0.5218209891509571,2.6677787083228085e-259,False,6
tar-NFKBIA,0.5928370192054142,0.0,False,9
tar-PDCD1LG2,0.48339037895855,1.88709963727375e-217,False,3
tar-POU2F2,0.5353689289729715,2.2108348094864216e-275,False,8
tar-SMAD4,0.7425068344001708,0.0,False,11
tar-SPI1,0.5450136140722708,2.762504147701557e-287,False,6
tar-STAT1,0.7377888451231316,0.0,False,17
tar-STAT2,0.7419933286916903,0.0,False,18
tar-STAT3,0.5001593909631205,4.69561848670963e-235,False,2
tar-STAT5A,0.4559129743635542,1.2033362046268338e-190,False,8
tar-TNFRSF14,0.49080098793655746,4.140857340049218e-225,False,5
tar-UBE2L6,0.475553992930964,1.4852640270794636e-209,False,6
