,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.48878320367213524,5.262130130065709e-223,True,2
NTg10,0.4403087444887162,1.7518271335949494e-176,True,4
NTg2,0.5000120028674471,6.77233345525114e-235,True,3
NTg3,0.4755534662935154,1.48705633217727e-209,True,3
NTg4,0.49829175717480845,4.800487378663542e-233,True,5
NTg5,0.4936690233684533,3.9994748612797877e-228,True,1
NTg7,0.4726419871226347,1.1321544967842874e-206,True,3
NTg8,0.49123937986271504,1.439067129018631e-225,True,1
NTg9,0.460115046935152,1.3754206506091344e-194,True,2
tar-ATF2,0.47344661657563275,1.821080748030324e-207,False,4
tar-BRD4,0.6600721995808125,0.0,False,9
tar-CAV1,0.4946263728482016,3.882817745664555e-229,False,3
tar-CD86,0.4896106289669401,7.245368153928247e-224,False,1
tar-CMTM6,0.4916654467755502,5.144399482700976e-226,False,3
tar-CUL3,0.6524007495724261,0.0,False,11
tar-ETV7,0.5063782976754128,7.749508132169645e-242,False,8
tar-IFNGR1,0.7793092767312836,0.0,False,14
tar-IFNGR2,0.7729080475285367,0.0,False,15
tar-IRF1,0.774988342067212,0.0,False,17
tar-IRF7,0.47629265641008384,2.7307054890893356e-210,False,5
tar-JAK2,0.7656713922999615,0.0,False,15
tar-MARCH8,0.4818084509701489,7.698041671230713e-216,False,6
tar-MYC,0.5718429808573448,1.6e-322,False,6
tar-NFKBIA,0.5353283321065645,2.4765474986261177e-275,False,5
tar-PDCD1LG2,0.5109716552860241,6.14715014747818e-247,False,5
tar-POU2F2,0.5004224552056057,2.4413378214907875e-235,False,7
tar-SMAD4,0.709803460354198,0.0,False,10
tar-SPI1,0.5436438554154647,1.430636661360907e-285,False,6
tar-STAT1,0.7164259000985703,0.0,False,17
tar-STAT2,0.6944199440651222,0.0,False,19
tar-STAT3,0.4690615618562459,3.626539983543861e-203,False,1
tar-STAT5A,0.48451087164725337,1.348549133176742e-218,False,2
tar-TNFRSF14,0.49049954046520744,8.557098033480219e-225,False,4
tar-UBE2L6,0.4886025771591353,8.106336318167927e-223,False,9
