,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.4782541037882174,2.9809656053758756e-212,True,3
NTg10,0.5048235996823327,3.9631648685877045e-240,True,0
NTg2,0.5414485452265966,7.69879461878762e-283,True,3
NTg3,0.5111848645916619,3.548273194185619e-247,True,3
NTg4,0.5499482758217877,1.582577335110164e-293,True,3
NTg5,0.5080251594387607,1.173616807540156e-243,True,3
NTg7,0.48627039385626875,2.097798114708134e-220,True,3
NTg8,0.5078423201959941,1.8709112711462606e-243,True,1
NTg9,0.4830688771364004,4.016124812752027e-217,True,4
tar-ATF2,0.46868611703602786,8.407658445165694e-203,False,5
tar-BRD4,0.6911876403884789,0.0,False,11
tar-CAV1,0.5227682640670755,2.115042273606863e-260,False,3
tar-CD86,0.5090638304593267,8.254073665539303e-245,False,1
tar-CMTM6,0.49619670274666283,8.332372541459616e-231,False,4
tar-CUL3,0.6643046654199319,0.0,False,13
tar-ETV7,0.5225516953851194,3.778348287156455e-260,False,6
tar-IFNGR1,0.782802551742741,0.0,False,15
tar-IFNGR2,0.7822060454643309,0.0,False,16
tar-IRF1,0.760205163182758,0.0,False,15
tar-IRF7,0.4851050818268846,3.3146148398171276e-219,False,5
tar-JAK2,0.7788352593183739,0.0,False,17
tar-MARCH8,0.5255847885576157,1.0752911440392997e-263,False,8
tar-MYC,0.6009244402229936,0.0,False,4
tar-NFKBIA,0.5441942182128209,2.9357213871887023e-286,False,9
tar-PDCD1LG2,0.5100409395704593,6.737349270454908e-246,False,4
tar-POU2F2,0.5399011416568837,6.298206252408358e-281,False,8
tar-SMAD4,0.7036082663091955,0.0,False,9
tar-SPI1,0.5691297904651574,8.2403e-319,False,9
tar-STAT1,0.7206459428798648,0.0,False,14
tar-STAT2,0.6152598171269399,0.0,False,18
tar-STAT3,0.49638308874463577,5.274310895944431e-231,False,5
tar-STAT5A,0.47913193531407017,3.909849665830173e-213,False,5
tar-TNFRSF14,0.49237823948297316,9.173372591579068e-227,False,5
tar-UBE2L6,0.5043838747686191,1.201544805097398e-239,False,4
