,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.49649396124598166,4.0176072128054774e-231,True,4
NTg10,0.49890467350572965,1.0547705379153393e-233,True,2
NTg2,0.5359377753702096,4.499736657976121e-276,True,3
NTg3,0.49051551842867247,8.234279670960554e-225,True,2
NTg4,0.5847245371431938,0.0,True,11
NTg5,0.48925861839120893,1.6853392575396658e-223,True,5
NTg7,0.43877768896226377,3.923402496219635e-175,True,3
NTg8,0.5187373865443144,9.67259483928155e-256,True,6
NTg9,0.4722717103277432,2.620491698536138e-206,True,3
tar-ATF2,0.4786115283424086,1.304565294809786e-212,False,5
tar-BRD4,0.6401185281238985,0.0,False,9
tar-CAV1,0.4919616770505544,2.5139309064488408e-226,False,1
tar-CD86,0.5088589340514696,1.394461079569556e-244,False,4
tar-CMTM6,0.5136297619166889,6.326142350170119e-250,False,2
tar-CUL3,0.6568727975808606,0.0,False,11
tar-ETV7,0.5115351954496609,1.437155754166384e-247,False,9
tar-IFNGR1,0.7724604468819006,0.0,False,14
tar-IFNGR2,0.7539242821321598,0.0,False,14
tar-IRF1,0.7664923179173475,0.0,False,16
tar-IRF7,0.5009556658159343,6.4727191673416825e-236,False,6
tar-JAK2,0.7533064577896248,0.0,False,16
tar-MARCH8,0.5407633267823446,5.428439217036162e-282,False,6
tar-MYC,0.5681115823496443,1.9959807e-317,False,3
tar-NFKBIA,0.5497109792802859,3.1762903249280304e-293,False,6
tar-PDCD1LG2,0.5122329114197437,2.368152606143383e-248,False,1
tar-POU2F2,0.5527370799554365,4.219839224138545e-297,False,10
tar-SMAD4,0.6825620117781281,0.0,False,8
tar-SPI1,0.5332692060749968,7.675538910379557e-273,False,7
tar-STAT1,0.6842385508342553,0.0,False,17
tar-STAT2,0.6735171808203229,0.0,False,18
tar-STAT3,0.5013298364561043,2.546233193746321e-236,False,4
tar-STAT5A,0.5051383555818671,1.7898157854781998e-240,False,4
tar-TNFRSF14,0.49029246024797396,1.4083023264107508e-224,False,2
tar-UBE2L6,0.4829981813074843,4.7411929022163e-217,False,6
