,spearman_rho,p_value,is_ntc,cvae_de_overlap
NTg1,0.472058906394114,4.242778809539033e-206,True,4
NTg10,0.4478850740435302,2.8789692389683865e-183,True,2
NTg2,0.5197512787664744,6.595669367710055e-257,True,4
NTg3,0.49133534981909366,1.1415852889297549e-225,True,2
NTg4,0.5038855897375791,4.214397156685058e-239,True,5
NTg5,0.44643980636536434,5.8443631662756195e-182,True,1
NTg7,0.44174817957087487,9.284754010340633e-178,True,2
NTg8,0.46922367662056474,2.521550707710005e-203,True,3
NTg9,0.42461767157541447,5.70735407944657e-163,True,0
tar-ATF2,0.44439777110924744,4.012024320892312e-180,False,4
tar-BRD4,0.6200983346947421,0.0,False,11
tar-CAV1,0.48119421806385054,3.2319166906568003e-215,False,2
tar-CD86,0.45705167249586715,1.0414350616222176e-191,False,1
tar-CMTM6,0.4703325068587279,2.0887829553284316e-204,False,3
tar-CUL3,0.6191432784189256,0.0,False,12
tar-ETV7,0.4461918304514981,9.7822768506205e-182,False,9
tar-IFNGR1,0.7506735621902896,0.0,False,14
tar-IFNGR2,0.726113719731867,0.0,False,15
tar-IRF1,0.7767635972916755,0.0,False,16
tar-IRF7,0.4580329941395749,1.2546189539146247e-192,False,4
tar-JAK2,0.7280507572830283,0.0,False,15
tar-MARCH8,0.4892722538229911,1.6311493220822414e-223,False,6
tar-MYC,0.5150856559088164,1.4241005272915273e-251,False,6
tar-NFKBIA,0.5233768668007057,4.132529854136852e-261,False,9
tar-PDCD1LG2,0.46543560910942783,1.1676671597349317e-199,False,2
tar-POU2F2,0.5032250528313295,2.217173758100981e-238,False,7
tar-SMAD4,0.6865516230521881,0.0,False,9
tar-SPI1,0.5389744284402704,8.709338002417332e-280,False,9
tar-STAT1,0.671485927271704,0.0,False,15
tar-STAT2,0.6480572995995317,0.0,False,18
tar-STAT3,0.4536995592507095,1.3635047638675892e-188,False,3
tar-STAT5A,0.4427503128164949,1.1911588795367357e-178,False,2
tar-TNFRSF14,0.4496325520102036,7.410772659218276e-185,False,5
tar-UBE2L6,0.4647958982804913,4.806232004096591e-199,False,4
